region,district,municipality,ward,ALIANCE NARODNICH SIL,ANO 2011,"ANO, vytrollime europarlament",Agrarni demokraticka strana,Alternativa pro Cesk. rep.2017,"BEZPECNOST,ODPOVEDNOST,SOLID.",CESTA ODPOVEDNE SPOLECNOSTI,Ceska Suverenita,Ceska piratska strana,Ceska str.socialne demokrat.,Demokraticka strana zelenych,Evropa spolecne,HLAS,JSI PRO?Jist.Solid.In.pro bud.,KONZERVATIVNI ALTERNATIVA,Klub angazovanych nestraniku,"Koalice CSNS, Patrioti CR",Koalice DSSS a NF,"Koalice Rozumni, ND","Koalice STAN, TOP 09","Koalice Soukromnici, NEZ","Koalice Svobodni, RC",Komunisticka str.Cech a Moravy,Krest.demokr.unie-Cs.str.lid.,Moravane,Moravske zemske hnuti,NE-VOLIM.CZ,Narodni socialiste,Obcanska demokraticka strana,PRO Zdravi a Sport,PRVNI REPUBLIKA,Pro Cesko,Romska demokraticka strana,SPR-Republ.str.Csl. M.Sladka,Strana nezavislosti CR,Svob.a pr.dem.-T.Okamura (SPD),TVUJ KANDIDAT,Vedci pro Ceskou republiku,Volte Pr.Blok www.cibulka.net
Zlinsky kraj,Kromeriz,Kromeriz,12,2,43,7,0,1,0,0,1,50,72,5,0,7,0,0,2,0,0,1,21,0,1,33,27,2,0,0,0,15,0,0,1,0,0,1,36,0,2,1
Zlinsky kraj,Kromeriz,Kromeriz,13,1,72,6,1,6,0,1,0,52,92,0,4,4,0,0,0,1,0,5,13,1,2,31,28,2,2,0,0,30,0,0,0,0,1,2,50,0,2,0
Zlinsky kraj,Kromeriz,Kromeriz,14,0,57,7,0,1,0,1,0,35,82,3,0,3,0,0,0,0,0,1,18,0,0,26,34,1,0,1,0,28,1,0,0,0,1,2,43,0,4,0
Zlinsky kraj,Kromeriz,Kromeriz,15,0,52,1,0,1,0,0,0,20,60,0,0,4,0,0,0,0,1,0,12,1,1,44,22,0,0,0,0,18,0,0,0,0,0,0,27,0,0,1
Zlinsky kraj,Kromeriz,Kromeriz,16,0,51,6,0,0,0,0,0,41,85,3,1,6,0,0,0,0,0,0,34,1,0,21,25,1,0,0,0,34,0,0,0,0,0,1,32,0,2,0
Zlinsky kraj,Kromeriz,Kromeriz,17,0,86,1,0,4,0,0,1,60,94,3,1,6,1,0,2,0,0,0,32,1,7,26,26,1,0,0,0,36,0,0,0,0,0,0,50,0,2,0
Zlinsky kraj,Kromeriz,Kromeriz,18,0,65,2,1,1,1,3,1,51,95,2,2,0,0,0,0,0,0,1,19,0,3,27,21,0,0,0,0,37,2,0,0,0,2,0,45,0,7,1
Zlinsky kraj,Kromeriz,Kromeriz,19,0,70,3,0,1,0,2,0,35,86,3,3,2,0,0,0,0,0,5,24,1,0,32,30,4,3,1,0,39,0,0,1,0,0,0,35,0,2,0
Zlinsky kraj,Kromeriz,Kromeriz,20,0,17,3,0,2,0,1,0,10,10,0,0,0,0,0,0,0,0,0,3,1,0,5,5,0,0,0,0,8,0,0,0,0,0,0,18,0,0,0
Zlinsky kraj,Kromeriz,Kromeriz,21,0,7,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,2,8,9,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0
Zlinsky kraj,Kromeriz,Kromeriz,22,0,9,1,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,3,0,0,3,6,1,0,0,0,17,0,0,0,0,0,0,6,0,1,0
Zlinsky kraj,Kromeriz,Kromeriz,23,2,15,3,0,1,0,0,0,25,34,0,0,2,0,0,0,0,0,1,6,2,3,6,7,2,1,0,0,16,0,0,0,0,0,0,13,0,0,1
Zlinsky kraj,Kromeriz,Kromeriz,24,0,15,0,0,5,0,0,0,42,14,0,0,2,0,0,0,0,0,0,4,0,1,1,10,2,0,0,0,7,1,0,0,0,0,0,11,0,0,0
Zlinsky kraj,Kromeriz,Kromeriz,25,0,23,2,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,7,0,1,9,10,2,1,0,0,13,0,0,0,0,0,0,15,0,0,0
Zlinsky kraj,Kromeriz,Kromeriz,26,0,8,1,0,0,0,0,0,6,4,0,0,2,0,0,0,0,0,0,3,0,0,7,1,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0
Zlinsky kraj,Kromeriz,Kvasice,1,0,46,1,0,0,0,0,0,17,20,0,3,2,0,0,0,0,0,0,14,2,2,22,30,2,1,0,0,30,1,0,0,0,0,0,28,0,0,0
Zlinsky kraj,Kromeriz,Kvasice,2,0,55,2,0,0,0,0,0,20,11,0,1,2,0,0,0,0,0,1,11,1,0,32,23,2,0,1,0,17,0,0,0,0,0,0,26,0,0,3
Zlinsky kraj,Kromeriz,Litencice,1,0,24,0,1,0,0,4,0,6,5,0,0,0,0,0,0,0,0,1,16,0,1,14,8,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0
Zlinsky kraj,Kromeriz,Litencice,2,0,4,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,1,2,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0
Zlinsky kraj,Kromeriz,Loukov,1,0,25,5,0,0,0,1,0,11,6,0,1,1,0,0,0,0,0,0,12,1,1,3,13,0,0,0,0,11,0,0,0,0,2,0,14,0,0,0
Zlinsky kraj,Kromeriz,Loukov,2,0,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,3,7,0,0,0,0,3,0,0,0,1,0,0,7,1,0,0
Zlinsky kraj,Kromeriz,Lutopecny,1,1,11,2,0,0,0,3,0,12,10,1,2,0,0,0,0,0,0,0,12,0,0,14,23,0,1,0,0,5,0,0,0,0,0,0,5,0,0,0
Zlinsky kraj,Kromeriz,Lutopecny,2,2,13,0,0,1,0,0,0,3,6,0,0,0,0,0,0,0,0,1,2,0,0,8,14,1,0,0,0,2,0,0,0,1,0,0,3,0,1,0
Zlinsky kraj,Kromeriz,Morkovice-Slizany,1,0,37,2,3,0,1,0,0,29,20,0,0,7,0,0,0,0,0,1,6,0,0,21,49,1,0,1,0,14,0,0,0,0,0,2,48,0,1,0
Zlinsky kraj,Kromeriz,Morkovice-Slizany,2,1,51,1,0,0,0,0,0,30,29,1,0,2,0,0,0,0,0,1,13,0,2,39,19,3,1,0,0,18,0,0,0,0,1,3,35,2,1,0
Zlinsky kraj,Kromeriz,Morkovice-Slizany,3,0,18,1,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,1,1,0,0,15,9,1,0,0,0,1,0,0,0,0,0,0,11,0,0,0
Zlinsky kraj,Kromeriz,Paclavice,1,0,23,1,0,0,0,2,0,13,14,0,0,1,0,0,1,0,1,0,2,0,1,13,15,0,7,1,0,1,0,0,0,0,0,0,12,0,0,0
Zlinsky kraj,Kromeriz,Paclavice,2,0,5,2,0,0,0,1,0,7,6,1,0,0,0,0,0,0,0,0,1,0,0,9,4,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0
Zlinsky kraj,Kromeriz,Paclavice,3,0,12,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,2,0,0,0,10,7,0,0,0,0,1,0,0,0,0,0,0,9,0,1,0
Zlinsky kraj,Kromeriz,Pocenice-Tetetice,1,0,16,1,0,1,0,0,0,12,7,1,0,0,0,0,0,0,0,0,5,2,0,30,18,3,0,3,0,9,0,0,1,0,0,0,10,1,1,0
Zlinsky kraj,Kromeriz,Pocenice-Tetetice,2,0,12,1,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,2,0,1,5,6,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0
Zlinsky kraj,Kromeriz,Rataje,1,0,31,3,0,0,0,1,0,15,16,1,0,0,0,0,0,0,1,1,15,2,6,16,34,0,0,0,0,7,0,0,0,0,1,0,33,0,1,0
Zlinsky kraj,Kromeriz,Rataje,2,0,16,1,0,0,0,0,0,8,6,0,0,0,1,0,0,0,0,1,8,0,1,5,6,0,0,0,0,7,0,0,0,0,0,0,7,0,0,3
Zlinsky kraj,Kromeriz,Sobesuky,1,0,8,0,0,0,0,0,0,1,7,1,0,0,0,1,0,0,0,0,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0
Zlinsky kraj,Kromeriz,Sobesuky,2,0,11,3,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,1,0,0,7,6,0,1,0,0,1,0,0,0,0,1,0,15,0,0,0
Zlinsky kraj,Kromeriz,Sobesuky,3,0,4,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Zlinsky kraj,Kromeriz,Troubky-Zdislavice,1,0,14,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,6,1,0,3,5,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0
Zlinsky kraj,Kromeriz,Troubky-Zdislavice,2,0,12,5,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,6,0,0,6,14,2,0,0,0,0,0,0,0,0,0,1,6,0,0,0
Zlinsky kraj,Kromeriz,Vezky,1,2,31,1,0,0,0,0,0,3,13,1,0,2,0,0,0,0,0,0,2,0,0,5,14,0,0,0,0,5,0,0,0,0,0,1,10,0,0,0
Zlinsky kraj,Kromeriz,Vezky,2,0,3,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0
Zlinsky kraj,Kromeriz,Zborovice,1,0,35,9,0,2,1,0,0,22,22,3,1,2,0,0,0,0,0,3,3,0,2,31,28,5,1,1,0,26,1,0,0,1,0,0,21,0,1,0
Zlinsky kraj,Kromeriz,Zborovice,2,0,12,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,7,0,1,6,3,1,0,0,0,2,0,0,0,0,1,0,10,0,0,0
Zlinsky kraj,Kromeriz,Zdounky,1,0,58,7,0,0,1,0,0,25,31,0,0,0,0,0,0,0,0,2,17,0,2,35,40,2,0,0,1,28,0,0,0,0,0,2,28,0,2,0
Zlinsky kraj,Kromeriz,Zdounky,2,0,5,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,1,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0
Zlinsky kraj,Kromeriz,Zdounky,3,0,1,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0
Zlinsky kraj,Kromeriz,Zdounky,4,0,5,0,1,0,0,0,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,1,0,0,4,0,0,0,0,0,0,3,0,0,0
Zlinsky kraj,Kromeriz,Zdounky,5,0,12,2,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,0,7,0,0,0,0,0,1,7,0,0,0
Zlinsky kraj,Kromeriz,Zlobice,1,0,15,0,0,0,0,0,0,18,7,0,0,3,0,0,0,0,0,1,1,0,0,7,19,0,0,2,0,10,0,0,0,0,0,0,13,0,2,0
Zlinsky kraj,Kromeriz,Zlobice,2,0,4,1,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,1,0,0,7,12,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0
Zlinsky kraj,Uherske Hradiste,Stare Mesto,1,0,70,1,0,4,1,0,0,51,8,1,0,7,0,0,0,0,0,5,58,4,11,15,124,5,5,0,0,50,1,0,0,0,0,1,31,0,4,0
Zlinsky kraj,Uherske Hradiste,Stare Mesto,2,0,45,1,0,4,0,0,0,31,9,0,0,3,0,0,0,0,0,0,20,3,0,16,38,3,1,0,0,18,0,0,0,0,1,0,30,0,2,1
Zlinsky kraj,Uherske Hradiste,Stare Mesto,3,0,73,3,0,2,0,4,1,37,11,1,1,5,0,0,0,0,1,0,21,0,0,17,62,4,3,0,1,39,0,1,0,0,0,0,36,0,2,1
Zlinsky kraj,Uherske Hradiste,Stare Mesto,4,0,61,4,0,2,0,0,0,38,17,0,4,8,0,0,0,0,0,4,22,0,2,16,76,4,0,1,0,54,0,0,0,0,0,2,31,0,6,0
Zlinsky kraj,Uherske Hradiste,Stare Mesto,5,0,67,1,0,3,0,0,0,44,15,0,3,2,0,0,0,0,0,0,37,3,0,12,45,2,0,0,0,30,0,0,0,0,1,2,16,0,5,1
Zlinsky kraj,Uherske Hradiste,Banov,1,0,39,6,0,1,0,2,0,14,6,1,2,1,0,0,0,0,0,1,14,0,0,9,36,1,0,0,0,32,2,0,0,0,0,1,22,0,4,1
Zlinsky kraj,Uherske Hradiste,Banov,2,0,52,1,0,0,0,0,0,13,16,0,0,4,0,0,0,0,0,1,22,0,0,11,59,3,3,0,0,25,2,0,0,0,0,1,15,0,2,0
Zlinsky kraj,Uherske Hradiste,Bilovice,1,0,41,5,3,1,0,0,0,44,11,1,1,9,0,0,0,0,0,1,25,1,3,16,74,4,2,0,0,55,2,0,0,0,0,1,28,0,6,0
Zlinsky kraj,Uherske Hradiste,Bilovice,2,0,18,4,0,0,0,0,0,14,2,1,0,0,0,0,0,0,0,2,5,0,0,5,32,3,0,0,0,5,0,0,0,0,0,0,8,0,0,0
Zlinsky kraj,Uherske Hradiste,Bojkovice,1,0,70,12,0,2,0,2,0,28,23,2,1,2,0,0,0,0,1,0,11,1,3,19,41,2,1,1,0,33,1,0,0,0,0,0,32,0,2,0
Zlinsky kraj,Uherske Hradiste,Bojkovice,2,1,34,1,0,0,0,0,0,29,17,0,0,3,0,0,0,0,0,2,13,0,3,20,20,5,0,0,0,23,0,0,0,0,0,0,22,0,1,0
Zlinsky kraj,Uherske Hradiste,Bojkovice,3,0,83,6,0,0,0,3,0,20,18,2,0,3,0,0,1,0,0,1,13,2,2,29,55,5,0,0,0,29,0,0,0,0,1,0,34,0,0,2
Zlinsky kraj,Uherske Hradiste,Bojkovice,4,0,13,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,5,0,0,7,5,1,0,0,0,2,0,0,0,0,0,0,8,0,0,0
Zlinsky kraj,Uherske Hradiste,Bojkovice,5,0,7,0,0,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,10,0,3,0
Zlinsky kraj,Uherske Hradiste,Bojkovice,6,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0
Zlinsky kraj,Uherske Hradiste,Borsice,1,0,40,3,0,0,0,1,0,18,8,1,1,4,0,0,0,0,0,2,22,3,0,15,66,6,0,0,0,25,1,0,0,1,0,4,14,1,3,0
Zlinsky kraj,Uherske Hradiste,Borsice,2,0,46,9,0,0,0,3,0,27,12,5,1,2,0,1,0,0,0,3,23,0,0,25,69,7,0,0,0,33,0,0,0,0,0,0,16,0,1,0
Zlinsky kraj,Uherske Hradiste,Brezolupy,1,0,41,5,0,1,0,0,0,24,10,0,0,8,0,0,0,0,1,0,12,1,0,12,19,3,0,0,0,17,0,1,0,0,2,0,21,0,0,1
Zlinsky kraj,Uherske Hradiste,Brezolupy,2,0,30,2,0,1,0,0,1,27,14,1,1,1,0,0,0,0,0,1,26,0,8,15,27,3,0,0,0,18,0,0,0,1,0,0,33,0,2,0
Zlinsky kraj,Uherske Hradiste,Buchlovice,1,0,81,7,0,1,1,1,0,60,19,1,0,3,0,0,0,0,0,1,28,1,1,28,58,5,1,0,0,40,1,0,0,0,2,2,49,0,3,0
Zlinsky kraj,Uherske Hradiste,Buchlovice,2,2,73,5,0,0,0,2,0,25,12,1,1,6,1,0,0,0,0,3,10,0,0,32,42,0,0,0,0,27,1,0,1,0,0,2,34,0,5,0
Zlinsky kraj,Uherske Hradiste,Dolni Nemci,1,0,61,3,0,1,0,0,0,21,15,2,0,2,0,0,0,0,0,3,20,0,2,9,57,7,0,0,0,13,0,0,0,0,0,1,20,0,3,0
Zlinsky kraj,Uherske Hradiste,Dolni Nemci,2,0,76,5,0,2,1,1,2,25,12,4,0,3,0,0,0,0,0,7,26,1,3,15,94,7,7,0,0,19,1,0,0,0,0,0,30,0,0,1
Zlinsky kraj,Uherske Hradiste,Hluk,1,1,81,8,0,2,0,0,1,36,12,4,1,2,0,0,0,1,0,4,24,2,3,21,63,25,1,0,0,34,0,0,0,0,0,0,36,1,0,2
Zlinsky kraj,Uherske Hradiste,Hluk,2,0,87,4,0,1,0,2,0,24,19,1,1,4,0,0,0,0,0,5,27,4,3,29,84,21,1,0,0,42,0,0,1,0,0,3,36,0,4,0
Zlinsky kraj,Uherske Hradiste,Hluk,3,0,43,1,0,3,0,0,0,21,7,0,0,4,0,0,0,1,1,0,19,1,0,24,42,12,0,0,1,20,1,0,0,0,0,2,25,0,0,0
Zlinsky kraj,Uherske Hradiste,Hradcovice,1,0,42,4,0,0,0,0,0,13,2,1,0,4,0,0,0,0,1,0,15,0,0,14,44,2,0,0,0,14,0,0,0,0,0,1,11,0,1,0
Zlinsky kraj,Uherske Hradiste,Hradcovice,2,0,14,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,0,4,0,0,0,51,2,0,0,0,6,0,0,0,0,0,0,2,0,0,0
Zlinsky kraj,Uherske Hradiste,Kunovice,1,0,47,1,0,0,0,0,1,39,18,2,0,3,0,0,0,0,0,2,19,1,0,13,50,1,0,0,0,36,1,0,0,0,1,2,19,0,0,0
Zlinsky kraj,Uherske Hradiste,Kunovice,2,0,58,3,0,2,1,5,0,24,13,2,0,0,0,0,1,0,0,0,19,1,1,16,39,1,0,0,0,43,1,0,0,0,0,0,35,0,3,0
Zlinsky kraj,Uherske Hradiste,Kunovice,3,0,51,8,0,1,0,0,0,35,16,0,1,7,1,0,0,0,0,2,14,6,6,17,37,3,1,0,0,21,1,0,1,0,0,1,18,0,1,0
Zlinsky kraj,Uherske Hradiste,Kunovice,4,0,34,1,0,0,0,0,0,25,13,2,0,0,0,0,0,0,0,1,25,0,2,10,30,3,1,0,0,22,2,0,0,0,0,0,16,0,3,0
Zlinsky kraj,Uherske Hradiste,Kunovice,5,0,51,2,1,2,0,0,1,17,8,0,1,5,0,0,0,0,0,2,31,0,2,17,35,0,0,0,0,19,0,0,0,0,1,1,17,0,3,0
Zlinsky kraj,Uherske Hradiste,Mistrice,1,1,49,1,0,0,0,0,0,25,5,0,0,3,0,0,0,0,0,1,9,1,2,23,59,3,2,0,1,32,0,0,0,0,0,0,26,0,3,0
Zlinsky kraj,Uherske Hradiste,Mistrice,2,0,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,6,1,0,0,0,3,0,0,0,0,0,0,6,0,0,0
Zlinsky kraj,Uherske Hradiste,Nivnice,1,0,56,0,0,0,0,0,0,30,14,1,2,5,1,0,0,0,3,3,18,4,4,16,54,2,1,1,0,42,1,0,0,0,0,0,9,0,0,0
Zlinsky kraj,Uherske Hradiste,Nivnice,2,0,36,5,2,0,0,1,0,20,16,1,0,2,0,0,0,0,0,0,18,1,3,7,78,1,0,0,0,26,0,0,0,1,0,1,19,0,1,0
Zlinsky kraj,Uherske Hradiste,Nivnice,3,0,35,5,1,0,0,0,0,19,14,3,0,4,0,0,0,0,2,2,34,0,1,13,56,2,0,0,0,27,1,0,0,0,0,1,25,0,4,0
Zlinsky kraj,Uherske Hradiste,Ostrozska Lhota,1,0,44,9,0,0,0,0,0,12,7,0,0,1,0,0,0,0,0,0,8,2,0,16,59,5,0,2,0,16,1,0,0,0,0,2,14,0,1,1
Zlinsky kraj,Uherske Hradiste,Ostrozska Lhota,2,0,36,2,0,0,0,0,0,11,5,1,0,3,0,0,0,0,0,0,10,0,0,25,55,2,0,0,0,12,0,0,0,0,0,0,14,0,2,0
Zlinsky kraj,Uherske Hradiste,Ostrozska Nova Ves,1,0,62,5,0,3,0,1,0,35,2,1,0,3,0,0,0,0,0,2,19,3,5,18,44,3,1,0,0,38,0,0,0,0,0,0,22,0,0,0
Zlinsky kraj,Uherske Hradiste,Ostrozska Nova Ves,2,1,73,0,0,0,0,3,0,38,10,1,1,7,0,0,0,0,3,3,27,0,7,30,85,8,0,0,0,43,0,0,0,1,1,0,31,0,2,0
Zlinsky kraj,Uherske Hradiste,Ostrozska Nova Ves,3,0,22,3,0,0,0,0,0,28,6,0,1,7,0,0,0,0,0,0,15,0,1,14,32,6,0,0,0,18,0,0,0,1,0,0,17,0,3,0
Zlinsky kraj,Uherske Hradiste,Polesovice,1,0,46,0,0,1,0,0,1,26,4,1,0,5,0,0,0,0,0,0,24,2,1,4,35,5,1,1,0,26,1,0,0,0,0,1,13,0,4,0
Zlinsky kraj,Uherske Hradiste,Polesovice,2,0,40,5,0,0,0,1,0,24,7,0,1,9,0,0,0,1,2,2,35,1,0,11,55,2,1,1,0,41,0,0,0,0,0,0,15,1,4,0
Zlinsky kraj,Uherske Hradiste,Strani,1,0,25,0,0,0,0,0,0,21,6,0,0,1,0,0,0,0,1,1,11,1,0,12,85,2,0,0,0,12,1,0,0,0,0,0,25,0,3,0
Zlinsky kraj,Uherske Hradiste,Strani,2,0,16,2,0,2,0,0,0,19,4,2,0,0,0,0,0,0,0,1,6,0,1,9,104,4,0,0,0,12,1,0,0,0,0,0,17,0,0,0
Zlinsky kraj,Uherske Hradiste,Strani,3,0,49,0,0,1,0,0,0,22,11,2,0,0,0,0,0,0,0,4,10,1,0,13,61,2,0,0,0,15,2,0,0,0,0,1,41,0,1,0
Zlinsky kraj,Uherske Hradiste,Sumice,1,0,38,0,0,3,0,2,0,18,3,0,3,5,0,0,0,0,0,0,14,3,1,9,50,3,0,0,0,12,0,0,0,0,0,0,20,0,1,0
Zlinsky kraj,Uherske Hradiste,Sumice,2,0,35,3,0,0,0,1,1,22,9,1,0,7,0,0,0,0,0,4,14,3,0,9,42,0,0,0,0,20,1,0,0,0,0,0,12,0,5,1
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,1,0,59,3,0,1,0,0,0,38,14,1,1,4,0,0,0,0,0,2,35,4,7,21,38,5,0,1,0,59,1,0,0,1,0,1,24,0,1,1
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,2,0,63,2,0,3,0,0,0,20,10,1,1,2,0,0,0,0,1,4,20,0,1,30,24,3,0,0,0,46,0,0,0,0,3,1,21,0,7,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,3,0,40,1,0,0,0,0,0,22,6,0,0,4,0,0,0,0,0,1,10,1,1,16,15,2,0,0,0,25,0,0,0,0,1,0,17,0,1,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,4,0,60,3,0,0,0,2,0,29,12,0,3,3,0,0,0,0,0,1,16,4,1,29,24,0,0,1,0,23,1,0,0,0,2,3,18,0,3,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,5,0,39,5,0,0,0,0,0,28,11,3,0,3,0,0,0,0,0,1,31,0,0,14,21,1,0,0,0,37,0,0,0,0,0,1,13,0,1,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,6,0,46,1,1,1,0,0,1,25,16,2,1,4,0,0,0,0,0,2,35,0,1,20,29,1,0,0,0,37,0,0,0,0,0,0,24,0,3,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,7,0,55,7,0,1,0,1,1,56,10,6,1,5,0,0,0,0,0,2,42,2,0,10,32,2,0,0,0,39,0,0,0,0,0,1,30,1,7,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,8,0,54,7,0,2,0,1,0,29,14,2,2,5,0,0,1,0,2,4,27,1,4,20,24,2,2,0,0,37,1,0,0,0,0,0,37,1,5,2
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,9,1,67,4,0,3,0,2,0,37,20,3,2,4,2,0,0,0,0,2,15,4,2,36,31,0,0,0,0,26,1,0,1,0,0,2,20,0,3,1
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,10,0,64,4,0,1,0,1,1,14,10,2,3,0,0,0,0,0,2,1,7,0,2,32,23,5,1,0,0,23,1,0,0,0,0,1,15,0,0,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,11,0,51,5,0,2,0,0,0,16,9,2,0,4,0,0,1,0,1,1,14,1,1,21,19,2,0,0,0,18,0,0,1,0,1,0,24,0,4,1
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,12,0,63,10,0,0,0,3,0,36,8,1,1,9,0,0,2,0,1,2,15,0,2,23,20,2,0,0,0,25,0,0,0,0,0,1,29,0,1,1
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,13,1,32,4,1,0,0,0,0,26,16,4,2,6,0,0,0,0,0,3,36,0,1,18,34,0,1,1,0,38,0,0,0,0,1,0,11,0,1,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,14,0,63,2,0,2,0,0,1,21,17,3,3,1,1,0,0,0,0,2,26,6,1,20,26,2,0,0,0,23,0,0,0,0,0,0,27,0,2,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,15,1,42,1,0,0,0,0,0,42,6,2,0,3,0,0,1,0,0,2,18,1,2,23,31,7,1,1,0,33,0,0,0,0,2,1,15,0,1,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,16,0,40,3,0,1,0,0,0,37,6,2,0,5,0,0,0,0,1,0,21,1,4,5,26,5,0,0,0,31,0,0,0,0,0,0,22,0,3,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,17,0,35,2,0,2,0,1,0,29,10,0,2,2,1,0,0,1,0,1,15,0,0,13,19,0,0,0,0,28,0,0,0,0,0,2,30,0,0,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,18,1,32,3,0,1,0,0,0,36,13,3,0,5,0,0,0,0,2,0,26,1,1,4,16,2,2,0,0,23,0,0,0,0,0,0,15,0,10,1
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,19,0,59,7,0,3,0,0,0,34,12,0,0,8,0,0,0,0,0,0,28,4,2,9,19,3,1,0,0,43,1,0,0,0,0,0,21,0,1,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,20,3,29,9,1,2,0,2,1,44,14,0,0,5,0,0,0,0,2,0,28,1,1,11,22,2,0,0,0,51,0,0,1,0,0,1,21,0,3,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,21,0,65,6,0,2,0,0,0,53,16,2,2,16,0,0,0,0,0,2,64,8,4,16,30,2,0,0,0,78,0,0,0,0,0,0,32,0,10,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,22,0,52,3,0,3,0,0,0,62,14,2,5,10,0,0,1,0,0,1,42,1,5,20,40,4,1,0,0,72,2,0,0,0,0,0,29,0,6,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,23,0,61,1,2,0,0,0,0,25,6,0,1,7,0,0,0,0,0,1,20,3,0,17,41,3,1,0,0,25,0,0,0,0,0,0,19,0,0,0
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,24,0,57,3,0,4,0,0,0,34,11,1,0,4,0,0,0,0,1,1,32,1,4,17,91,2,1,0,0,59,0,0,0,0,0,0,21,0,4,2
Zlinsky kraj,Uherske Hradiste,Uherske Hradiste,25,0,22,3,0,0,0,0,0,22,5,0,2,4,0,0,0,0,0,4,12,3,0,9,26,2,0,2,0,15,1,0,0,0,0,1,20,0,0,2
Zlinsky kraj,Uherske Hradiste,Uhersky Brod,1,0,70,5,0,1,0,1,0,49,13,2,2,8,0,0,0,0,1,1,33,1,4,18,41,1,0,1,0,32,0,0,0,0,0,2,33,0,5,1
Zlinsky kraj,Uherske Hradiste,Uhersky Brod,2,0,72,1,0,2,0,1,0,47,11,1,5,18,0,0,0,0,0,0,34,0,3,23,67,1,0,0,1,71,1,0,0,0,0,1,24,0,2,2
