region,district,municipality,ward,ALIANCE NARODNICH SIL,ANO 2011,"ANO, vytrollime europarlament",Agrarni demokraticka strana,Alternativa pro Cesk. rep.2017,"BEZPECNOST,ODPOVEDNOST,SOLID.",CESTA ODPOVEDNE SPOLECNOSTI,Ceska Suverenita,Ceska piratska strana,Ceska str.socialne demokrat.,Demokraticka strana zelenych,Evropa spolecne,HLAS,JSI PRO?Jist.Solid.In.pro bud.,KONZERVATIVNI ALTERNATIVA,Klub angazovanych nestraniku,"Koalice CSNS, Patrioti CR",Koalice DSSS a NF,"Koalice Rozumni, ND","Koalice STAN, TOP 09","Koalice Soukromnici, NEZ","Koalice Svobodni, RC",Komunisticka str.Cech a Moravy,Krest.demokr.unie-Cs.str.lid.,Moravane,Moravske zemske hnuti,NE-VOLIM.CZ,Narodni socialiste,Obcanska demokraticka strana,PRO Zdravi a Sport,PRVNI REPUBLIKA,Pro Cesko,Romska demokraticka strana,SPR-Republ.str.Csl. M.Sladka,Strana nezavislosti CR,Svob.a pr.dem.-T.Okamura (SPD),TVUJ KANDIDAT,Vedci pro Ceskou republiku,Volte Pr.Blok www.cibulka.net
Jihocesky kraj,Ceske Budejovice,Borovany,1,0,79,7,1,0,1,0,1,38,26,1,3,7,0,0,2,0,1,2,29,1,1,26,50,0,1,0,3,34,2,0,0,0,0,0,21,0,4,1
Jihocesky kraj,Ceske Budejovice,Borovany,2,0,58,1,0,2,0,0,0,38,15,3,1,13,0,0,0,0,0,5,24,2,0,14,55,0,0,0,0,32,2,0,1,0,0,1,17,0,0,2
Jihocesky kraj,Ceske Budejovice,Borovany,3,0,20,4,0,1,0,1,0,7,2,0,0,1,0,0,0,0,0,0,9,0,2,3,3,0,0,0,0,17,0,0,0,0,0,0,9,0,2,0
Jihocesky kraj,Ceske Budejovice,Borovany,4,0,6,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,4,0,0,7,2,0,0,0,0,5,0,0,0,0,0,0,3,0,0,1
Jihocesky kraj,Ceske Budejovice,Borovany,5,0,12,2,0,3,0,0,0,11,5,0,0,2,0,0,0,0,1,3,8,0,1,5,8,0,0,0,0,8,0,0,0,0,2,0,9,0,2,0
Jihocesky kraj,Ceske Budejovice,Borovany,6,0,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,1,3,0,0,0,0,6,0,0,0,0,0,0,2,0,2,0
Jihocesky kraj,Ceske Budejovice,Borovany,7,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0
Jihocesky kraj,Ceske Budejovice,Borovany,8,0,14,1,0,0,0,0,0,5,7,0,0,3,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0
Jihocesky kraj,Ceske Budejovice,Borsov nad Vltavou,1,0,39,0,0,4,1,2,0,31,0,0,1,7,4,0,0,1,0,0,22,1,0,12,31,0,0,0,0,48,0,0,0,0,0,4,9,0,0,1
Jihocesky kraj,Ceske Budejovice,Borsov nad Vltavou,2,0,7,0,1,2,0,0,0,12,2,0,0,1,0,0,0,0,0,1,7,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,6,0,0,2
Jihocesky kraj,Ceske Budejovice,Borsov nad Vltavou,3,0,34,1,1,1,1,0,0,17,9,1,0,6,1,0,0,0,0,2,22,0,3,6,16,0,0,3,0,32,1,0,0,0,2,1,15,0,0,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,1,1,45,7,0,1,2,0,0,63,3,1,3,7,0,0,0,2,0,0,43,1,7,14,13,1,0,0,0,58,0,0,0,0,0,1,29,1,2,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,2,0,19,1,0,0,0,0,0,47,2,2,4,10,0,0,0,1,0,5,62,0,0,4,16,0,0,0,0,50,0,0,0,0,0,0,21,0,4,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,3,0,56,3,0,1,0,1,0,32,6,1,0,5,0,0,0,1,1,1,28,1,0,9,16,0,0,0,0,41,0,0,0,0,0,0,26,0,3,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,4,0,33,3,1,1,3,4,0,22,10,3,2,0,0,0,0,0,0,1,22,2,1,21,20,0,0,0,0,19,1,0,0,0,0,0,15,1,1,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,5,0,45,1,1,1,1,1,0,26,7,3,0,9,0,0,0,0,0,3,28,0,2,16,11,0,0,0,0,28,0,0,0,0,0,2,22,1,3,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,6,0,50,2,0,1,0,2,0,32,18,4,3,7,0,0,0,0,0,3,31,0,4,24,19,0,0,0,0,25,0,0,0,0,0,0,17,0,0,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,7,0,52,2,0,2,0,0,0,27,6,0,0,3,0,0,0,0,1,1,31,1,0,16,10,0,0,0,0,35,3,0,0,0,0,2,12,0,3,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,8,0,69,4,0,1,0,2,0,38,13,1,0,5,0,0,0,0,0,1,17,0,1,22,23,0,0,0,0,31,0,0,0,1,0,1,18,0,4,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,9,0,43,3,0,3,1,0,1,41,9,0,4,6,0,0,0,0,1,0,35,0,2,21,10,0,0,0,0,34,1,0,1,0,1,0,14,0,1,2
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,10,0,38,1,2,0,2,1,0,20,1,2,0,4,0,0,1,0,0,1,11,1,0,15,5,0,0,0,0,13,1,0,0,0,1,2,13,0,1,2
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,11,0,55,4,0,0,1,0,0,30,9,0,1,10,0,0,0,0,1,1,33,2,2,16,9,0,0,0,0,40,0,0,0,0,0,2,22,0,3,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,12,0,41,4,0,0,1,1,3,21,10,2,0,2,0,0,1,0,0,0,26,2,1,24,7,0,0,0,1,31,1,0,0,0,0,1,23,0,1,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,13,0,55,5,0,1,0,1,0,21,9,1,1,5,0,0,0,0,0,2,14,0,0,16,7,0,0,0,0,16,1,0,0,0,0,1,15,0,1,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,14,0,52,4,0,2,0,2,0,51,11,3,1,5,0,0,0,1,1,0,33,0,1,17,18,0,1,0,1,47,0,0,0,0,0,2,20,0,3,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,15,0,10,0,0,0,1,0,0,16,3,1,0,1,0,0,0,0,0,0,12,0,0,10,5,0,0,0,0,13,1,0,0,0,0,2,10,0,0,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,16,0,47,2,0,1,0,0,0,38,1,1,1,7,0,0,0,0,0,1,33,1,2,23,11,0,0,1,0,24,0,0,0,0,0,1,16,0,4,2
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,17,0,59,2,0,5,0,1,2,54,5,3,3,7,0,0,0,0,0,3,43,2,4,10,30,0,0,0,0,54,0,0,0,0,0,3,24,0,1,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,18,0,30,2,0,0,0,1,0,71,9,1,1,6,0,0,0,0,0,3,49,0,4,10,18,0,0,0,0,60,1,0,0,0,1,1,29,0,1,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,19,0,48,0,0,1,1,3,0,30,6,0,2,8,0,0,0,0,0,1,46,0,0,11,11,0,0,2,1,35,1,0,0,0,0,0,16,1,1,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,20,0,41,0,0,3,1,1,0,26,3,1,1,4,0,0,0,0,0,0,18,0,1,16,13,0,0,1,1,28,0,0,0,0,0,1,19,2,1,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,21,1,55,1,0,3,0,0,0,37,9,2,2,5,0,0,0,0,3,2,28,1,1,14,15,0,0,1,0,34,0,0,0,0,0,0,19,0,6,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,22,0,30,4,1,2,1,2,0,24,3,4,4,9,0,0,0,0,0,3,27,2,2,6,28,0,0,0,1,45,1,0,0,0,0,1,22,0,2,2
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,23,2,44,5,0,1,0,0,0,58,11,1,3,14,0,0,0,0,1,2,55,1,6,11,16,0,0,0,0,40,1,0,1,1,0,0,35,0,1,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,24,0,17,1,0,0,0,1,0,29,4,0,4,6,0,0,0,0,1,0,40,0,0,4,13,0,0,0,0,19,0,0,0,0,0,2,6,0,1,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,25,0,32,7,0,1,0,0,0,25,10,0,2,5,0,0,0,0,0,1,13,0,1,12,7,0,0,0,0,11,0,0,0,0,0,0,23,0,2,2
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,26,0,32,0,0,0,0,0,0,23,4,0,1,2,0,0,1,0,0,1,17,1,0,5,1,0,0,0,1,25,0,0,0,0,0,0,8,1,0,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,27,0,48,1,0,0,1,0,0,38,10,2,0,6,0,0,1,0,0,1,30,0,2,13,16,0,0,0,0,61,0,0,0,0,0,2,19,1,1,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,28,0,74,4,0,1,1,4,0,45,8,0,0,4,0,0,0,0,0,0,31,0,2,12,7,0,0,0,0,47,2,0,0,0,1,5,28,0,2,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,29,0,64,4,0,0,0,0,0,33,6,0,0,4,0,0,0,0,1,0,26,0,3,22,13,0,0,0,0,35,1,0,1,1,0,0,27,0,2,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,30,0,19,2,0,0,1,1,0,30,0,1,0,5,0,0,1,0,0,1,16,0,0,7,11,0,0,0,0,27,1,0,0,0,1,0,8,0,0,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,31,0,35,6,0,0,1,2,0,17,8,1,1,7,0,0,0,0,0,1,17,1,1,11,5,0,0,0,1,22,2,0,0,0,3,1,26,0,3,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,32,0,84,11,1,4,0,2,1,89,14,2,3,7,0,0,0,0,0,1,113,0,1,25,26,1,0,0,0,94,3,1,0,0,1,2,27,0,3,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,33,0,65,3,0,1,1,0,0,23,9,3,0,2,0,0,0,0,1,1,21,0,2,28,13,0,0,1,0,29,0,0,0,0,1,4,35,0,5,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,34,0,48,10,1,1,0,2,0,17,2,0,1,8,0,1,0,0,1,2,33,0,0,16,18,0,0,1,0,30,0,0,0,0,0,0,22,0,4,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,35,0,54,0,1,1,0,1,0,27,7,0,1,3,0,0,0,1,0,3,23,1,1,30,2,0,0,0,0,25,0,0,0,0,0,2,21,0,1,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,36,0,66,2,0,2,0,0,0,22,9,0,3,3,0,0,0,0,0,1,15,0,4,14,10,0,0,0,0,24,1,0,0,0,0,1,25,0,0,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,37,0,45,3,1,0,0,0,0,25,3,1,1,2,0,0,0,0,0,4,15,0,1,17,7,0,0,0,0,21,0,0,0,0,0,0,34,0,2,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,38,0,49,3,0,1,1,1,0,28,3,2,0,13,0,0,0,0,0,2,24,0,0,21,5,0,0,0,0,19,2,0,0,0,0,0,23,0,2,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,39,1,52,2,1,0,0,0,0,28,5,4,0,5,0,0,0,0,0,2,22,0,1,17,16,0,0,0,1,22,1,0,0,0,0,1,24,0,1,2
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,40,0,27,4,0,1,1,0,0,22,8,1,0,3,0,0,0,0,0,1,24,4,2,9,7,0,1,0,2,14,0,0,0,0,0,3,17,0,1,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,41,0,65,4,1,0,0,0,2,33,7,2,1,5,0,0,0,2,1,1,13,0,2,46,6,0,0,0,1,20,0,0,0,0,0,1,21,0,3,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,42,0,47,4,0,0,1,0,0,18,10,1,2,3,0,0,0,0,0,5,24,1,1,30,7,0,0,0,0,24,0,0,0,1,0,1,20,0,3,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,43,0,55,1,0,0,1,0,0,26,15,0,2,5,0,0,2,0,2,1,20,1,2,26,15,0,0,0,1,17,0,1,0,0,0,3,12,0,3,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,44,0,45,1,0,1,1,1,0,27,9,0,1,3,0,0,0,0,0,0,34,0,0,19,10,1,0,0,1,19,2,1,1,0,0,2,16,1,2,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,45,1,58,3,0,1,5,0,0,16,14,2,0,2,0,0,0,0,1,2,12,0,0,25,12,0,0,0,0,21,3,0,0,0,0,5,23,0,1,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,46,0,66,5,0,3,1,1,0,19,5,0,3,3,0,0,1,0,0,0,25,1,1,20,9,0,0,2,1,16,1,1,0,0,0,2,25,0,3,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,47,0,49,4,0,0,0,0,0,27,9,1,4,5,0,0,2,0,0,1,31,0,2,28,14,0,0,0,0,24,1,0,0,0,0,1,18,1,1,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,48,0,48,3,0,1,1,2,0,26,3,1,0,3,0,0,0,0,0,3,10,1,0,14,10,0,0,0,0,23,0,0,0,0,0,0,25,0,2,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,49,0,47,7,0,1,0,0,0,28,2,0,0,5,0,0,0,1,0,1,24,2,1,23,8,1,0,0,0,14,1,0,2,0,1,2,33,0,1,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,50,0,32,2,0,0,1,1,0,11,4,0,0,1,0,0,0,0,0,0,15,2,0,9,3,0,0,0,0,37,0,0,0,0,0,0,6,0,2,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,51,0,55,4,0,5,2,0,0,46,7,1,0,11,0,0,1,0,0,2,66,5,0,15,23,0,2,1,0,62,0,0,0,1,0,3,30,0,1,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,52,0,64,7,0,3,0,2,0,44,7,1,3,3,0,0,0,0,1,4,30,0,1,23,16,0,0,1,0,26,2,0,0,0,0,0,27,1,2,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,53,1,53,8,0,1,0,2,0,43,14,2,3,3,0,0,0,0,0,5,25,1,1,20,13,0,2,0,1,30,2,0,0,0,1,3,41,0,1,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,54,0,67,6,0,0,0,1,0,51,14,1,3,5,0,0,0,1,1,1,47,2,3,16,30,0,0,0,0,52,3,0,1,0,1,0,34,0,4,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,55,0,49,5,0,1,0,0,0,33,0,1,1,0,0,0,0,0,1,1,23,0,0,19,2,0,0,0,0,19,0,0,0,0,0,2,23,0,0,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,56,0,77,3,0,2,0,1,1,41,7,2,2,7,0,0,0,2,0,3,31,3,4,25,17,0,0,0,0,37,1,0,0,0,0,2,40,0,3,2
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,57,0,44,0,1,3,0,2,0,30,3,2,4,4,0,0,1,0,0,1,17,0,1,16,10,0,0,1,0,12,0,0,0,0,0,0,36,0,0,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,58,0,27,4,0,1,0,0,0,23,6,1,1,2,0,0,1,0,0,2,13,0,0,8,5,0,0,0,1,25,1,0,0,0,1,0,22,0,2,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,59,0,60,8,2,1,0,5,1,41,6,2,1,5,0,0,0,1,1,3,24,4,2,25,21,0,0,0,0,36,0,0,0,0,1,1,38,0,4,2
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,60,0,47,6,1,1,0,0,0,39,9,1,2,5,0,0,0,0,1,1,14,0,3,12,21,3,0,1,0,28,2,0,0,1,0,0,26,0,2,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,61,0,23,2,0,2,0,2,0,37,14,1,0,1,0,0,1,0,0,2,19,0,0,13,14,0,0,0,0,16,1,0,1,0,0,0,30,0,6,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,62,2,51,5,0,3,0,0,0,28,7,1,1,5,0,0,0,0,0,3,23,0,2,25,6,0,0,0,0,18,2,0,0,0,0,0,29,0,5,4
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,63,0,30,1,0,0,1,2,0,38,2,3,0,3,0,0,0,1,0,1,20,0,1,11,21,0,0,0,0,31,0,0,0,1,0,3,17,0,4,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,64,0,20,1,0,3,0,1,0,37,5,0,0,1,0,0,0,0,0,1,33,2,2,8,7,0,0,0,0,32,0,0,0,0,0,1,15,0,2,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,65,0,49,2,0,0,0,0,0,34,6,0,1,6,0,0,0,1,0,2,53,1,2,5,11,0,0,0,0,43,0,0,0,0,0,1,15,0,2,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,66,2,47,1,0,2,0,0,0,34,12,0,3,4,0,0,0,0,0,4,32,1,0,9,16,1,0,0,0,29,0,0,0,0,0,1,19,1,2,2
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,67,1,20,0,0,1,0,0,0,29,5,1,0,1,0,0,0,0,0,0,26,1,0,8,16,0,0,0,0,21,0,0,0,0,0,1,14,0,2,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,68,0,49,3,0,1,0,1,0,65,13,4,2,17,0,0,0,0,1,1,55,1,3,12,29,0,0,1,0,45,2,0,2,0,0,0,24,0,2,2
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,69,0,43,2,1,2,1,2,0,39,8,2,0,5,0,0,0,0,1,2,33,1,6,22,8,0,0,0,1,37,2,0,0,0,0,0,18,0,9,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,70,0,55,3,0,2,0,0,0,41,7,2,2,8,0,0,0,0,0,0,31,0,2,8,14,0,0,0,0,53,0,0,0,1,0,0,18,0,2,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,71,1,34,3,0,0,1,0,0,46,4,2,2,5,0,0,2,0,0,3,65,1,5,9,25,0,0,0,0,48,1,0,0,0,0,2,32,0,5,2
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,72,0,53,4,1,0,0,6,0,32,3,2,1,12,0,0,0,1,0,4,23,1,1,22,27,0,0,0,0,36,0,0,0,0,0,2,22,0,1,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,73,1,42,3,0,1,2,2,0,27,4,2,3,2,0,0,0,0,1,1,29,0,2,12,19,0,0,0,0,24,0,0,0,0,0,1,11,0,0,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,74,0,65,5,1,1,1,4,0,67,11,1,4,10,0,0,1,0,1,5,54,0,5,22,16,0,0,1,0,45,0,0,0,0,0,0,18,0,6,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,75,0,44,2,0,1,0,1,0,31,9,2,1,5,0,0,0,0,0,0,26,0,3,14,11,0,0,0,0,42,1,1,0,0,0,0,16,0,2,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,76,0,52,7,0,0,0,0,0,33,4,3,1,7,0,0,1,0,0,1,45,2,5,4,18,0,0,0,0,46,0,0,0,0,0,0,22,0,1,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,77,0,60,4,0,1,1,3,0,56,14,0,0,7,0,0,0,0,0,4,48,5,3,18,21,0,0,0,0,72,0,0,0,0,0,0,28,0,1,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,78,0,61,1,1,2,0,4,1,35,7,1,4,12,0,0,0,0,0,2,35,1,2,42,11,0,0,0,0,56,4,0,0,0,0,4,20,0,7,2
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,79,0,94,6,0,1,1,2,3,58,15,3,4,25,0,0,0,0,1,2,81,2,7,15,22,1,0,0,0,122,0,0,1,0,1,1,37,0,0,2
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,80,0,56,4,1,2,0,1,0,34,7,0,0,1,0,0,0,0,0,0,28,1,3,14,12,0,0,1,0,33,0,0,0,0,0,2,23,0,3,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,81,0,66,4,0,0,0,1,0,41,11,1,0,11,0,0,0,1,0,0,39,0,4,16,22,0,0,0,0,31,0,0,0,0,0,1,26,0,5,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,82,0,97,4,0,0,1,0,0,57,12,2,10,14,1,0,0,0,0,7,79,0,1,17,39,0,0,2,2,84,1,0,1,2,1,1,22,0,6,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,83,0,33,5,0,0,2,0,0,12,4,2,1,4,1,0,0,1,1,0,19,0,1,21,16,0,0,1,0,17,0,0,0,0,1,0,15,2,0,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,84,0,56,2,0,1,0,1,0,35,10,2,0,6,0,0,1,0,0,1,33,1,2,9,16,0,0,0,0,33,1,1,0,0,0,0,40,0,2,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,85,0,81,1,0,1,0,0,0,25,6,0,0,3,0,0,0,0,0,1,21,0,1,17,12,0,0,0,0,17,0,0,0,0,0,0,21,0,0,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,86,0,85,2,0,1,2,3,0,51,7,4,2,11,0,0,1,0,0,3,62,0,3,24,22,0,0,1,0,75,1,0,0,0,1,1,20,0,2,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,87,1,53,3,0,1,0,0,0,30,10,0,0,9,0,0,0,0,0,0,32,0,1,15,31,0,0,0,1,45,0,0,0,0,0,0,23,0,1,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,88,0,59,4,0,1,0,1,0,55,4,0,5,5,0,0,0,0,0,4,60,4,2,9,25,0,0,0,0,70,1,0,0,0,0,4,17,0,7,0
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,89,0,70,3,1,1,1,1,1,55,13,2,2,8,0,0,1,0,1,1,31,7,3,25,18,0,0,0,0,51,3,0,0,0,0,1,20,1,3,1
Jihocesky kraj,Ceske Budejovice,Ceske Budejovice,90,0,24,3,0,0,0,0,0,13,3,1,2,0,0,0,0,0,0,1,10,2,1,8,3,0,0,1,0,19,1,0,0,0,0,1,10,0,0,0
Jihocesky kraj,Ceske Budejovice,Chrastany,1,2,5,4,0,0,0,0,0,12,2,0,0,1,0,0,0,0,0,0,9,0,1,9,4,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0
Jihocesky kraj,Ceske Budejovice,Chrastany,2,0,7,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,1,0,0,1
Jihocesky kraj,Ceske Budejovice,Chrastany,3,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0
Jihocesky kraj,Ceske Budejovice,Chrastany,4,0,1,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,1,1,3,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
Jihocesky kraj,Ceske Budejovice,Dobra Voda u Ceskych Budejovic,1,0,60,10,0,6,0,2,0,43,11,0,0,10,0,0,0,0,0,0,51,0,0,22,21,0,0,0,2,54,0,0,0,0,0,1,26,0,0,3
Jihocesky kraj,Ceske Budejovice,Dobra Voda u Ceskych Budejovic,2,0,53,5,0,1,0,1,3,47,10,0,2,9,0,1,3,0,0,2,60,5,1,19,13,0,0,0,0,50,0,0,0,0,0,1,24,0,5,0
Jihocesky kraj,Ceske Budejovice,Dolni Bukovsko,1,0,55,3,0,0,0,0,0,29,10,1,0,4,0,0,0,0,0,5,26,0,2,19,15,0,1,0,2,23,0,0,0,0,0,0,33,0,0,0
Jihocesky kraj,Ceske Budejovice,Dolni Bukovsko,2,0,6,1,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Jihocesky kraj,Ceske Budejovice,Dolni Bukovsko,3,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,3,0,0,0,1,0,2,0,0,0,0,1,0,2,0,0,0
Jihocesky kraj,Ceske Budejovice,Dolni Bukovsko,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,8,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0
Jihocesky kraj,Ceske Budejovice,Dolni Bukovsko,5,0,3,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0
Jihocesky kraj,Ceske Budejovice,Dolni Bukovsko,6,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Jihocesky kraj,Ceske Budejovice,Dolni Bukovsko,7,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0
Jihocesky kraj,Ceske Budejovice,Driten,1,0,38,2,1,4,1,0,2,15,9,1,1,4,0,0,2,0,0,0,21,0,2,13,14,0,0,1,1,33,3,0,0,0,0,11,19,1,1,0
Jihocesky kraj,Ceske Budejovice,Driten,2,0,9,0,2,0,0,0,0,3,2,0,1,2,0,0,0,0,0,1,2,0,0,6,3,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0
Jihocesky kraj,Ceske Budejovice,Driten,3,0,7,4,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,5,0,0,3,8,0,0,0,0,2,0,0,0,0,0,2,4,0,0,0
Jihocesky kraj,Ceske Budejovice,Driten,4,0,7,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,7,0,0,6,3,0,1,0,0,5,0,0,0,0,1,0,11,0,0,2
Jihocesky kraj,Ceske Budejovice,Driten,5,0,7,1,0,2,0,0,0,6,2,0,0,0,0,0,0,0,1,0,1,0,0,5,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0
Jihocesky kraj,Ceske Budejovice,Driten,6,0,9,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,6,1,0,1,0,0,0,1,0,0,0
Jihocesky kraj,Ceske Budejovice,Driten,7,0,7,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,3,1,0,0,0,0,0,6,0,0,0
Jihocesky kraj,Ceske Budejovice,Dubne,1,0,27,1,1,2,0,0,0,22,3,0,1,8,0,0,0,0,1,0,34,2,2,4,27,0,0,0,0,34,1,0,0,0,0,0,14,0,1,3
