Telepules,min_votes,Korzet_count,entropy,p
Domony,39,6,1.3296613488547582,0.4055
Domoszló,157,4,1.0397207708399179,0.5047
Dormánd,117,2,0.6931471805599453,1.0
Dorog,108,20,2.1377932496938294,0.8073
Dorogháza,51,4,1.3862943611198906,1.0
Dozmat,25,2,0.6931471805599453,1.0
Drágszél,50,2,0.6931471805599453,1.0
Drávacsehi,14,2,0.6931471805599453,1.0
Drávacsepely,9,2,0.6931471805599453,1.0
Drávafok,39,2,0.0,0.1008
Drávagárdony,17,2,0.6931471805599453,1.0
Drávaiványi,16,2,0.6931471805599453,1.0
Drávakeresztúr,1,2,0.6931471805599453,1.0
Drávapalkonya,23,2,0.6931471805599453,1.0
Drávapiski,2,2,0.6931471805599453,1.0
Drávaszabolcs,78,2,0.6931471805599453,1.0
Drávaszerdahely,19,2,0.6931471805599453,1.0
Drávasztára,53,2,0.6931471805599453,1.0
Drávatamási,22,2,0.6931471805599453,1.0
Drégelypalánk,143,2,0.6931471805599453,1.0
Dubicsány,49,2,0.6931471805599453,1.0
Dudar,69,4,1.0397207708399179,0.5047
Duka,17,2,0.6931471805599453,1.0
Dunaalmás,59,4,1.0397207708399179,0.5047
Dunabogdány,51,6,1.0986122886681096,0.0669
Dunaegyháza,88,4,1.3862943611198906,1.0
Dunafalva,79,2,0.6931471805599453,1.0
Dunaföldvár,52,18,1.923068868095112,0.2113
Dunaharaszti,81,32,2.1873223188492537,0.6561
Dunakeszi,77,60,2.253769480899765,0.7643
Dunakiliti,69,4,1.3862943611198906,1.0
Dunapataj,91,6,1.5607104090414063,0.8472
Dunaremete,24,2,0.0,0.1008
Dunaszeg,97,4,1.0397207708399179,0.5047
Dunaszekcső,68,4,1.3862943611198906,1.0
Dunaszentbenedek,78,2,0.0,0.1008
Dunaszentgyörgy,86,6,1.5607104090414063,0.8472
Dunaszentmiklós,36,2,0.0,0.1008
Dunaszentpál,85,2,0.6931471805599453,1.0
Dunasziget,23,6,1.3296613488547582,0.4055
Dunatetétlen,55,2,0.6931471805599453,1.0
Dunavarsány,113,12,1.6762349391347309,0.1535
Dunavecse,89,8,1.7328679513998633,0.8178
Dunaújváros,27,94,2.2730124650707424,0.7908
Dusnok,82,6,1.242453324894,0.143
Dág,120,2,0.6931471805599453,1.0
Dáka,45,2,0.6931471805599453,1.0
Dámóc,28,2,0.6931471805599453,1.0
Dánszentmiklós,29,6,1.5607104090414063,0.8472
Dány,110,8,1.9061547465398496,0.9809
Dávod,14,6,1.3296613488547582,0.4055
Dédestapolcsány,105,4,1.3862943611198906,1.0
Dég,121,4,1.0397207708399179,0.5047
Délegyháza,78,6,1.5607104090414063,0.8472
Dénesfa,27,2,0.6931471805599453,1.0
Dévaványa,73,16,2.0467385326945515,0.7267
Dóc,25,4,1.3862943611198906,1.0
Döbröce,20,2,0.0,0.1008
Döbrököz,72,6,1.5607104090414063,0.8472
Döbrönte,42,2,0.6931471805599453,1.0
Döbörhegy,14,2,0.6931471805599453,1.0
Döge,135,4,0.6931471805599453,0.0624
Dömsöd,75,10,1.6957425341696346,0.414
Dömös,130,2,0.6931471805599453,1.0
Dör,49,2,0.6931471805599453,1.0
Dörgicse,20,2,0.6931471805599453,1.0
Döröske,7,2,0.6931471805599453,1.0
Dötk,5,2,0.6931471805599453,1.0
Dövény,36,2,0.6931471805599453,1.0
Dúzs,21,2,0.6931471805599453,1.0
Ebergőc,12,2,0.6931471805599453,1.0
Ebes,91,8,1.4941751382893085,0.2888
Ecseg,122,2,0.6931471805599453,1.0
Ecsegfalva,78,4,1.3862943611198906,1.0
Ecseny,23,2,0.6931471805599453,1.0
Ecser,95,6,1.2424533248940002,0.1689
Ecséd,115,6,1.5607104090414063,0.8472
Edde,5,2,0.6931471805599453,1.0
Edelény,120,16,1.7710163687835907,0.0868
Edve,26,2,0.6931471805599453,1.0
Eger,80,94,2.28178505333218,0.9214
Egeralja,33,2,0.6931471805599453,1.0
Egeraracsa,30,2,0.6931471805599453,1.0
Egerbakta,169,2,0.6931471805599453,1.0
Egerbocs,87,2,0.6931471805599453,1.0
Egercsehi,35,6,1.5607104090414063,0.8472
Egerfarmos,68,2,0.6931471805599453,1.0
Egerlövő,76,2,0.6931471805599453,1.0
Egerszalók,86,4,1.0397207708399179,0.5047
Egerszólát,214,2,0.6931471805599453,1.0
Egervár,122,2,0.6931471805599453,1.0
Egervölgy,42,2,0.6931471805599453,1.0
Egerág,166,2,0.6931471805599453,1.0
Egyed,62,2,0.6931471805599453,1.0
Egyek,24,14,1.7298201303799217,0.115
Egyházasdengeleg,46,2,0.6931471805599453,1.0
Egyházasfalu,86,2,0.6931471805599453,1.0
Egyházasgerge,104,2,0.6931471805599453,1.0
Egyházasharaszti,23,2,0.6931471805599453,1.0
Egyházashetye,25,2,0.6931471805599453,1.0
Egyházashollós,56,2,0.6931471805599453,1.0
Egyházaskesző,55,2,0.6931471805599453,1.0
Egyházaskozár,90,2,0.6931471805599453,1.0
Egyházasrádóc,172,2,0.6931471805599453,1.0
Elek,25,12,1.5890269151739727,0.0691
Ellend,21,2,0.6931471805599453,1.0
Előszállás,93,6,1.5607104090414063,0.8472
Emőd,135,10,1.6957425341696346,0.414
Encs,54,14,2.0075563074378375,0.7244
Encsencs,105,4,1.0397207708399179,0.5047
Endrefalva,65,2,0.0,0.1008
Endrőc,25,2,0.6931471805599453,1.0
Enese,181,2,0.6931471805599453,1.0
Enying,20,16,1.5419764327628247,0.004
Eperjes,72,2,0.6931471805599453,1.0
Eperjeske,124,2,0.6931471805599453,1.0
Eplény,44,2,0.6931471805599453,1.0
Epöl,61,2,0.6931471805599453,1.0
Ercsi,33,14,1.809514255849282,0.2448
Erdőbénye,154,2,0.6931471805599453,1.0
Erdőhorváti,78,2,0.6931471805599453,1.0
Erdőkertes,82,12,1.8636799873410004,0.5927
Erdőkövesd,101,2,0.6931471805599453,1.0
Erdőkürt,52,2,0.6931471805599453,1.0
Erdősmecske,31,2,0.6931471805599453,1.0
Erdősmárok,15,2,0.6931471805599453,1.0
Erdőtarcsa,59,2,0.6931471805599453,1.0
Erdőtelek,69,8,1.4941751382893085,0.2888
Erk,81,2,0.6931471805599453,1.0
Erzsébet,49,2,0.6931471805599453,1.0
Eszteregnye,82,2,0.6931471805599453,1.0
Esztergom,45,54,2.2335107580940528,0.6167
Esztergályhorváti,42,2,0.6931471805599453,1.0
Esztár,157,2,0.6931471805599453,1.0
Ete,58,2,0.6931471805599453,1.0
Etes,22,6,1.5607104090414063,0.8472
Etyek,5,8,1.9061547465398496,0.9809
Fadd,71,8,1.4941751382893085,0.2888
Fajsz,58,4,1.0397207708399179,0.5047
Fancsal,52,2,0.6931471805599453,1.0
Farkasgyepű,49,2,0.6931471805599453,1.0
Farkaslyuk,23,4,0.5623351446188083,0.0372
Farmos,109,6,1.7917594692280547,1.0
Farád,91,4,1.3862943611198906,1.0
Fazekasboda,28,2,0.6931471805599453,1.0
Fedémes,62,2,0.6931471805599453,1.0
Fegyvernek,149,10,1.8343719702816237,0.6591
Fehérgyarmat,102,14,2.007556307437838,0.7768
Fehértó,63,2,0.6931471805599453,1.0
Fehérvárcsurgó,109,4,1.3862943611198906,1.0
Feked,17,2,0.6931471805599453,1.0
Feketeerdő,74,2,0.6931471805599453,1.0
Felcsút,59,4,1.3862943611198906,1.0
Feldebrő,187,2,0.6931471805599453,1.0
Felgyő,40,4,1.3862943611198906,1.0
Felpéc,110,2,0.6931471805599453,1.0
Felsőberecki,42,2,0.0,0.1008
Felsőcsatár,28,2,0.6931471805599453,1.0
Felsődobsza,127,2,0.6931471805599453,1.0
Felsőegerszeg,9,2,0.6931471805599453,1.0
Felsőgagy,15,2,0.6931471805599453,1.0
Felsőjánosfa,25,2,0.6931471805599453,1.0
Felsőkelecsény,44,2,0.6931471805599453,1.0
Felsőlajos,94,2,0.6931471805599453,1.0
Felsőmarác,26,2,0.6931471805599453,1.0
Felsőmocsolád,33,2,0.6931471805599453,1.0
Felsőnyárád,113,2,0.6931471805599453,1.0
Felsőnyék,77,2,0.6931471805599453,1.0
Felsőnána,89,2,0.6931471805599453,1.0
Felsőpakony,105,6,1.7917594692280547,1.0
Felsőpetény,28,2,0.6931471805599453,1.0
Felsőpáhok,78,2,0.6931471805599453,1.0
Felsőrajk,62,2,0.6931471805599453,1.0
Felsőregmec,3,2,0.6931471805599453,1.0
Felsőszenterzsébet,2,2,0.6931471805599453,1.0
Felsőszentiván,70,4,1.0397207708399179,0.5047
Felsőszentmárton,43,2,0.6931471805599453,1.0
Felsőszölnök,35,2,0.6931471805599453,1.0
Felsőtelekes,94,2,0.6931471805599453,1.0
Felsőtold,12,2,0.6931471805599453,1.0
Felsőtárkány,140,6,1.5607104090414063,0.8472
Felsővadász,43,2,0.6931471805599453,1.0
Felsőzsolca,131,12,1.8200759753606213,0.4162
Felsőörs,120,2,0.6931471805599453,1.0
Fenyőfő,20,2,0.6931471805599453,1.0
Ferencszállás,62,2,0.6931471805599453,1.0
Fertőboz,37,2,0.6931471805599453,1.0
Fertőd,12,8,1.2554823251787535,0.0428
Fertőendréd,97,2,0.6931471805599453,1.0
Fertőhomok,81,2,0.0,0.1008
Fertőrákos,99,4,1.0397207708399179,0.5047
Fertőszentmiklós,73,8,1.9061547465398496,0.9809
Fertőszéplak,123,2,0.6931471805599453,1.0
Fiad,8,2,0.6931471805599453,1.0
Filkeháza,13,2,0.6931471805599453,1.0
Fityeház,74,2,0.6931471805599453,1.0
Foktő,107,4,1.3862943611198906,1.0
Folyás,47,2,0.6931471805599453,1.0
Fony,51,2,0.6931471805599453,1.0
Fonyód,108,8,1.559581156259877,0.418
Fonó,34,2,0.6931471805599453,1.0
Forráskút,67,4,1.0397207708399179,0.5047
Forró,126,4,1.3862943611198906,1.0
Fulókércs,15,2,0.6931471805599453,1.0
Furta,154,2,0.6931471805599453,1.0
Fábiánháza,14,6,1.3296613488547582,0.4055
Fábiánsebestyén,82,6,1.5607104090414063,0.8472
Fácánkert,73,2,0.6931471805599453,1.0
Fáj,6,2,0.6931471805599453,1.0
Fényeslitke,160,4,1.0397207708399179,0.5047
Fót,80,32,2.244832351219331,0.9444
Földes,99,8,1.4941751382893083,0.1558
Földeák,102,6,1.2424533248940002,0.1689
Füle,88,2,0.6931471805599453,1.0
Fülesd,34,2,0.6931471805599453,1.0
Fülpösdaróc,32,2,0.6931471805599453,1.0
Fülöp,26,8,1.4941751382893085,0.2888
Fülöpháza,102,2,0.6931471805599453,1.0
Fülöpjakab,83,2,0.6931471805599453,1.0
Fülöpszállás,101,4,1.3862943611198906,1.0
Fürged,81,2,0.6931471805599453,1.0
Füzesabony,121,16,1.981332514723983,0.5473
Füzesgyarmat,88,14,2.106577333232116,0.9375
Füzér,55,2,0.6931471805599453,1.0
Füzérkajata,17,2,0.6931471805599453,1.0
Füzérkomlós,55,2,0.6931471805599453,1.0
Füzérradvány,26,2,0.6931471805599453,1.0
Főnyed,5,2,0.6931471805599453,1.0
Fűzvölgy,19,2,0.6931471805599453,1.0
Gacsály,49,2,0.6931471805599453,1.0
Gadna,13,2,0.6931471805599453,1.0
Gadács,12,2,0.6931471805599453,1.0
Gadány,42,2,0.0,0.1008
Gagyapáti,7,2,0.6931471805599453,1.0
Gagybátor,32,2,0.6931471805599453,1.0
Gagyvendégi,30,2,0.6931471805599453,1.0
Galambok,127,2,0.6931471805599453,1.0
Galgaguta,76,2,0.6931471805599453,1.0
Galgagyörk,133,2,0.6931471805599453,1.0
Galgahévíz,75,6,1.0114042647073518,0.057
Galgamácsa,102,4,0.5623351446188083,0.0372
Galvács,16,2,0.6931471805599453,1.0
Gamás,9,4,1.0397207708399179,0.5047
Ganna,40,2,0.6931471805599453,1.0
Gara,78,4,1.3862943611198906,1.0
Garabonc,69,2,0.6931471805599453,1.0
Garadna,80,2,0.0,0.1008
Garbolc,9,2,0.6931471805599453,1.0
Garáb,12,2,0.6931471805599453,1.0
Garé,34,2,0.6931471805599453,1.0
Gasztony,44,2,0.6931471805599453,1.0
Gecse,63,2,0.6931471805599453,1.0
Gelej,64,2,0.6931471805599453,1.0
Gellénháza,94,4,1.3862943611198906,1.0
Gelse,61,4,0.6931471805599453,0.0624
Gelsesziget,28,2,0.0,0.1008
Gelénes,43,2,0.6931471805599453,1.0
Gemzse,104,2,0.6931471805599453,1.0
Gencsapáti,107,4,1.0397207708399179,0.5047
Gerde,45,2,0.6931471805599453,1.0
Gerendás,66,4,1.0397207708399179,0.5047
Geresdlak,24,4,1.3862943611198906,1.0
Gerjen,103,2,0.6931471805599453,1.0
Gersekarát,82,2,0.6931471805599453,1.0
Gerényes,6,2,0.6931471805599453,1.0
Geszt,90,2,0.6931471805599453,1.0
Gesztely,40,8,1.9061547465398496,0.9809
Geszteréd,88,4,1.0397207708399179,0.5047
Gibárt,65,2,0.6931471805599453,1.0
Gic,35,2,0.6931471805599453,1.0
Gige,21,2,0.6931471805599453,1.0
Gilvánfa,3,2,0.0,0.1008
Girincs,58,2,0.6931471805599453,1.0
Golop,67,2,0.6931471805599453,1.0
Gomba,10,6,1.5607104090414063,0.8472
Gombosszeg,4,2,0.6931471805599453,1.0
Gordisa,11,2,0.6931471805599453,1.0
Gosztola,2,2,0.6931471805599453,1.0
Grábóc,19,2,0.6931471805599453,1.0
Gulács,84,2,0.6931471805599453,1.0
Gutorfölde,37,4,1.0397207708399179,0.5047
Gyalóka,15,2,0.6931471805599453,1.0
Gyanógeregye,25,2,0.6931471805599453,1.0
Gyarmat,149,2,0.6931471805599453,1.0
Gyenesdiás,102,6,1.5607104090414063,0.8472
Gyepükaján,34,2,0.6931471805599453,1.0
Gyermely,100,2,0.6931471805599453,1.0
Gyomaendrőd,15,34,2.1959027380104015,0.665
Gyugy,38,2,0.0,0.1008
Gyula,38,60,2.2319817368300905,0.5168
Gyulaháza,76,4,1.3862943611198906,1.0
Gyulaj,53,2,0.6931471805599453,1.0
Gyulakeszi,119,2,0.0,0.1008
Gyál,80,36,2.107340899603276,0.1762
Gyékényes,146,2,0.6931471805599453,1.0
Gyód,54,2,0.6931471805599453,1.0
Gyóró,39,2,0.6931471805599453,1.0
Gyömrő,72,32,2.1339414635562055,0.3766
Gyömöre,118,2,0.6931471805599453,1.0
Gyöngyfa,7,2,0.6931471805599453,1.0
Gyöngyös,108,60,2.2252996914101395,0.4379
Gyöngyösfalu,107,2,0.6931471805599453,1.0
Gyöngyöshalász,235,4,1.3862943611198906,1.0
Gyöngyösmellék,17,2,0.6931471805599453,1.0
Gyöngyösoroszi,207,2,0.6931471805599453,1.0
Gyöngyöspata,138,6,1.0986122886681096,0.0669
Gyöngyössolymos,140,6,1.242453324894,0.143
Gyöngyöstarján,228,4,1.3862943611198906,1.0
Gyönk,52,4,1.3862943611198906,1.0
Györe,68,2,0.6931471805599453,1.0
Györgytarló,94,2,0.6931471805599453,1.0
Györköny,83,2,0.6931471805599453,1.0
Gyúró,140,2,0.6931471805599453,1.0
Gyügye,35,2,0.6931471805599453,1.0
Gyüre,131,2,0.6931471805599453,1.0
Győr,35,192,2.279193173578903,0.4449
Győrasszonyfa,49,2,0.6931471805599453,1.0
Győrladamér,127,2,0.6931471805599453,1.0
Győrszemere,81,6,1.5607104090414063,0.8472
Győrság,122,2,0.6931471805599453,1.0
Győrsövényház,60,2,0.6931471805599453,1.0
Győrtelek,92,2,0.6931471805599453,1.0
Győrvár,76,2,0.6931471805599453,1.0
Győrzámoly,102,4,1.0397207708399179,0.5047
Győröcske,18,2,0.6931471805599453,1.0
Győrújbarát,86,8,1.7328679513998633,0.8178
Győrújfalu,115,2,0.6931471805599453,1.0
Gyűrűs,3,2,0.6931471805599453,1.0
Gáborján,101,2,0.6931471805599453,1.0
Gáborjánháza,6,2,0.6931471805599453,1.0
Gádoros,123,6,1.242453324894,0.143
Gálosfa,18,2,0.6931471805599453,1.0
Gánt,57,2,0.6931471805599453,1.0
Gárdony,72,16,1.977006172908861,0.4814
Gátér,147,2,0.0,0.1008
Gávavencsellő,164,6,1.5607104090414063,0.8472
Géberjén,70,2,0.6931471805599453,1.0
Géderlak,72,2,0.6931471805599453,1.0
Gégény,86,4,1.3862943611198906,1.0
Gérce,124,2,0.6931471805599453,1.0
Gétye,9,2,0.6931471805599453,1.0
Gógánfa,101,2,0.0,0.1008
Gór,24,2,0.0,0.1008
Göd,34,34,2.247523222464749,0.9423
Gödre,27,4,1.0397207708399179,0.5047
Gödöllő,2,56,2.1946221526761347,0.2372
Gölle,1,4,1.3862943611198906,1.0
Gömörszőlős,13,2,0.6931471805599453,1.0
Gönc,65,4,1.3862943611198906,1.0
Göncruszka,69,2,0.6931471805599453,1.0
Gönyű,81,6,1.7917594692280547,1.0
Görbeháza,5,6,1.5607104090414063,0.8472
Görcsöny,11,6,1.329661348854758,0.2068
Görcsönydoboka,24,2,0.6931471805599453,1.0
Görgeteg,50,4,1.0397207708399179,0.5047
Gősfa,44,2,0.6931471805599453,1.0
Hagyárosbörönd,30,2,0.6931471805599453,1.0
Hahót,18,6,1.5607104090414063,0.8472
Hajdúbagos,105,4,1.0397207708399179,0.5047
Hajdúböszörmény,29,54,2.284227064789496,0.9924
Hajdúdorog,105,16,2.1006789212792603,0.8668
Hajdúhadház,19,18,2.197224577336219,0.94
Hajdúnánás,38,36,2.083314561066172,0.1092
Hajdúszoboszló,111,40,2.200791179269431,0.5698
Hajdúszovát,111,6,1.0986122886681096,0.0669
Hajdúsámson,83,20,2.0423161244496075,0.4783
Hajmás,20,2,0.6931471805599453,1.0
Hajmáskér,85,6,1.7917594692280547,1.0
Hajós,107,6,1.5607104090414063,0.8472
Halastó,5,2,0.6931471805599453,1.0
Halimba,158,2,0.6931471805599453,1.0
Halmaj,111,4,1.0397207708399179,0.5047
Halmajugra,35,4,1.3862943611198906,1.0
Halogy,42,2,0.6931471805599453,1.0
Halászi,24,6,1.7917594692280547,1.0
Halásztelek,68,16,2.1006789212792607,0.8673
Hangony,65,4,1.3862943611198906,1.0
Hangács,67,2,0.6931471805599453,1.0
Hantos,153,2,0.6931471805599453,1.0
Harasztifalu,22,2,0.6931471805599453,1.0
Harc,147,2,0.6931471805599453,1.0
Harka,85,4,0.6931471805599453,0.0624
Harkakötöny,104,2,0.6931471805599453,1.0
Harkány,52,8,1.7328679513998633,0.8178
Harsány,107,4,1.3862943611198906,1.0
Harta,4,10,1.8343719702816235,0.6016
Hatvan,105,34,2.1905071477111733,0.614
Hedrehely,47,2,0.6931471805599453,1.0
Hegyesd,17,2,0.6931471805599453,1.0
Hegyeshalom,82,6,1.5607104090414063,0.8472
Hegyfalu,59,2,0.6931471805599453,1.0
Hegyháthodász,33,2,0.6931471805599453,1.0
Hegyhátmaróc,21,2,0.6931471805599453,1.0
Hegyhátszentjakab,32,2,0.6931471805599453,1.0
Hegyhátszentmárton,8,2,0.6931471805599453,1.0
Hegyhátszentpéter,17,2,0.6931471805599453,1.0
Hegyhátsál,25,2,0.6931471805599453,1.0
Hegykő,172,2,0.0,0.1008
Hegymagas,25,2,0.0,0.1008
Hegymeg,28,2,0.6931471805599453,1.0
Hegyszentmárton,46,2,0.6931471805599453,1.0
Hejce,43,2,0.6931471805599453,1.0
Hejőbába,74,4,1.0397207708399179,0.5047
Hejőkeresztúr,173,2,0.6931471805599453,1.0
Hejőkürt,43,2,0.6931471805599453,1.0
Hejőpapi,149,2,0.0,0.1008
Hejőszalonta,93,2,0.6931471805599453,1.0
Helesfa,32,2,0.6931471805599453,1.0
Helvécia,107,6,1.5607104090414063,0.8472
Hencida,154,2,0.6931471805599453,1.0
Hencse,28,2,0.6931471805599453,1.0
Herceghalom,52,4,1.0397207708399179,0.5047
Hercegkút,67,2,0.6931471805599453,1.0
Hercegszántó,77,4,1.0397207708399179,0.5047
Herencsény,64,2,0.6931471805599453,1.0
Herend,84,8,1.559581156259877,0.418
Heresznye,26,2,0.6931471805599453,1.0
Hermánszeg,28,2,0.6931471805599453,1.0
Hernyék,6,2,0.6931471805599453,1.0
Hernád,152,6,1.7917594692280547,1.0
Hernádbűd,24,2,0.6931471805599453,1.0
Hernádcéce,24,2,0.6931471805599453,1.0
Hernádkak,17,4,1.3862943611198906,1.0
Hernádkércs,51,2,0.0,0.1008
Hernádnémeti,163,6,1.5607104090414063,0.8472
Hernádpetri,8,2,0.6931471805599453,1.0
Hernádszentandrás,47,2,0.6931471805599453,1.0
Hernádszurdok,25,2,0.6931471805599453,1.0
Hernádvécse,40,2,0.6931471805599453,1.0
Heréd,149,4,1.0397207708399179,0.5047
Hetefejércse,24,2,0.6931471805599453,1.0
Hetes,149,2,0.6931471805599453,1.0
Hetvehely,33,2,0.6931471805599453,1.0
Hetyefő,16,2,0.6931471805599453,1.0
Heves,29,18,2.0620695413001644,0.6487
Hevesaranyos,100,2,0.6931471805599453,1.0
Hevesvezekény,114,2,0.6931471805599453,1.0
Hidas,91,4,1.3862943611198906,1.0
Hidasnémeti,160,2,0.6931471805599453,1.0
Hidegkút,53,2,0.0,0.1008
Hidegség,49,2,0.6931471805599453,1.0
Hidvégardó,95,2,0.6931471805599453,1.0
Himesháza,36,4,1.3862943611198906,1.0
Himod,65,2,0.6931471805599453,1.0
Hirics,11,2,0.6931471805599453,1.0
Hobol,46,4,1.0397207708399179,0.5047
Hodász,45,6,1.3296613488547582,0.4055
Hollád,19,2,0.6931471805599453,1.0
Hollóháza,142,2,0.6931471805599453,1.0
Hollókő,33,2,0.0,0.1008
Homokbödöge,105,2,0.6931471805599453,1.0
Homokkomárom,21,2,0.6931471805599453,1.0
Homokmégy,17,8,1.9061547465398496,0.9809
Homokszentgyörgy,108,2,0.6931471805599453,1.0
Homorúd,65,2,0.6931471805599453,1.0
Homrogd,124,2,0.6931471805599453,1.0
Hont,62,2,0.6931471805599453,1.0
Horpács,8,2,0.6931471805599453,1.0
Hort,118,8,1.4941751382893083,0.1558
Hortobágy,23,4,1.3862943611198906,1.0
Horváthertelend,4,2,0.6931471805599453,1.0
Horvátlövő,7,2,0.6931471805599453,1.0
Horvátzsidány,62,2,0.6931471805599453,1.0
Hosszúhetény,97,6,1.3296613488547582,0.4055
Hosszúpereszteg,51,2,0.6931471805599453,1.0
Hosszúpályi,116,8,1.4941751382893085,0.2888
Hosszúvíz,7,2,0.6931471805599453,1.0
Hosszúvölgy,22,2,0.6931471805599453,1.0
Hosztót,6,2,0.6931471805599453,1.0
Hottó,50,2,0.6931471805599453,1.0
Hugyag,51,2,0.6931471805599453,1.0
Hunya,77,2,0.6931471805599453,1.0
Hunyadfalva,10,2,0.6931471805599453,1.0
Husztót,7,2,0.6931471805599453,1.0
Hács,40,2,0.6931471805599453,1.0
Háromfa,45,4,1.0397207708399179,0.5047
Háromhuta,18,2,0.6931471805599453,1.0
Hárskút,69,2,0.6931471805599453,1.0
Hásságy,24,2,0.6931471805599453,1.0
Hédervár,110,2,0.6931471805599453,1.0
Héhalom,109,2,0.6931471805599453,1.0
Héreg,82,2,0.6931471805599453,1.0
Hét,55,2,0.6931471805599453,1.0
Hévíz,56,10,1.8866967846580784,0.827
Hévízgyörk,113,6,1.5607104090414063,0.8472
Hódmezővásárhely,20,100,2.242698744338365,0.2309
Hövej,52,2,0.6931471805599453,1.0
Hőgyész,103,6,0.8675632284814612,0.0139
Ibafa,32,2,0.6931471805599453,1.0
Iborfia,2,2,0.6931471805599453,1.0
Ibrány,29,12,1.6326309271543518,0.1066
Igal,123,2,0.6931471805599453,1.0
Igar,25,6,1.5607104090414063,0.8472
Igrici,137,2,0.6931471805599453,1.0
Iharos,44,2,0.6931471805599453,1.0
Iharosberény,118,2,0.6931471805599453,1.0
Ikervár,91,4,1.3862943611198906,1.0
Iklad,101,4,1.0397207708399179,0.5047
Iklanberény,4,2,0.6931471805599453,1.0
Iklódbördőce,56,2,0.6931471805599453,1.0
Ikrény,74,4,1.0397207708399179,0.5047
Iliny,26,2,0.6931471805599453,1.0
Ilk,124,2,0.6931471805599453,1.0
Illocska,6,2,0.6931471805599453,1.0
Imola,6,2,0.6931471805599453,1.0
Imrehegy,97,2,0.6931471805599453,1.0
Inke,129,2,0.6931471805599453,1.0
Ináncs,225,2,0.6931471805599453,1.0
Inárcs,75,8,1.4941751382893083,0.1558
Ipacsfa,29,2,0.6931471805599453,1.0
Ipolydamásd,58,2,0.6931471805599453,1.0
Ipolyszög,105,2,0.6931471805599453,1.0
Ipolytarnóc,41,2,0.0,0.1008
Ipolytölgyes,23,2,0.6931471805599453,1.0
Ipolyvece,121,2,0.6931471805599453,1.0
Iregszemcse,107,6,1.3296613488547582,0.4055
Irota,12,2,0.6931471805599453,1.0
Isaszeg,122,16,1.9600951351245584,0.474
Ispánk,11,2,0.0,0.1008
Istenmezeje,43,6,1.7917594692280547,1.0
Istvándi,23,2,0.0,0.1008
Iszkaszentgyörgy,105,4,1.3862943611198906,1.0
Iszkáz,42,2,0.6931471805599453,1.0
Isztimér,8,4,0.6931471805599453,0.0624
Ivád,63,2,0.6931471805599453,1.0
Iván,233,2,0.6931471805599453,1.0
Ivánbattyán,4,2,0.6931471805599453,1.0
Ivánc,43,2,0.6931471805599453,1.0
Iváncsa,128,4,1.3862943611198906,1.0
Ivándárda,27,2,0.6931471805599453,1.0
Izmény,58,2,0.6931471805599453,1.0
Izsák,27,12,1.8200759753606213,0.4162
Izsófalva,109,4,1.0397207708399179,0.5047
Jakabszállás,102,4,1.3862943611198906,1.0
Jenő,126,2,0.6931471805599453,1.0
Jobaháza,55,2,0.6931471805599453,1.0
Jobbágyi,131,4,1.0397207708399179,0.5047
Juta,164,2,0.6931471805599453,1.0
Jágónak,23,2,0.6931471805599453,1.0
Ják,79,4,1.3862943611198906,1.0
Jákfa,69,2,0.6931471805599453,1.0
Jákfalva,53,2,0.6931471805599453,1.0
Jákó,72,2,0.6931471805599453,1.0
Jánd,103,2,0.6931471805599453,1.0
Jánkmajtis,176,2,0.6931471805599453,1.0
Jánoshalma,131,16,2.1333819302645445,0.9276
Jánoshida,80,6,1.7917594692280547,1.0
Jánosháza,98,6,1.0114042647073518,0.057
Jánossomorja,7,14,1.9459101490553132,0.5253
Járdánháza,74,4,1.0397207708399179,0.5047
Jármi,170,2,0.6931471805599453,1.0
Jásd,69,2,0.6931471805599453,1.0
Jászalsószentgyörgy,103,8,1.9061547465398496,0.9809
Jászapáti,129,14,1.90853528164356,0.4702
Jászberény,83,42,2.2417061223026886,0.8406
Jászboldogháza,107,4,1.3862943611198906,1.0
Jászdózsa,91,6,1.3296613488547582,0.4055
Jászfelsőszentgyörgy,91,4,1.3862943611198906,1.0
Jászfényszaru,85,10,1.5571130980576458,0.1498
Jászivány,79,2,0.0,0.1008
Jászjákóhalma,125,6,1.5607104090414063,0.8472
Jászkarajenő,111,6,1.3296613488547582,0.4055
Jászkisér,86,10,1.8866967846580784,0.827
Jászladány,78,12,1.8636799873410004,0.5927
Jászszentandrás,194,4,1.3862943611198906,1.0
Jászszentlászló,116,4,1.3862943611198906,1.0
Jásztelek,98,4,1.0397207708399179,0.5047
Jászágó,84,2,0.6931471805599453,1.0
Jászárokszállás,157,10,1.8343719702816235,0.6016
Jéke,136,2,0.0,0.1008
Jósvafő,49,2,0.6931471805599453,1.0
Kaba,141,10,1.8343719702816235,0.6016
Kacorlak,28,2,0.6931471805599453,1.0
Kacsóta,30,2,0.0,0.1008
Kadarkút,73,6,1.242453324894,0.143
Kajdacs,111,2,0.0,0.1008
Kajárpéc,44,4,1.0397207708399179,0.5047
Kajászó,118,2,0.6931471805599453,1.0
Kakasd,56,4,1.0397207708399179,0.5047
Kakucs,82,6,1.5607104090414063,0.8472
Kalaznó,11,2,0.0,0.1008
Kallósd,8,2,0.6931471805599453,1.0
Kalocsa,85,34,2.1209904071344963,0.2688
Kamond,39,2,0.6931471805599453,1.0
