Telepules,p_ld_Fidesz_twins_2014,n_wards_2014,min_Fidesz_votes_2014,p_ld_Fidesz_twins_2018,n_wards_2018,min_Fidesz_votes_2018,p_ld_Fidesz_twins_2019,n_wards_2019,min_Fidesz_votes_2019,p_last_2_regular,p_all_regular
Üllő,1.0,8,218,0.5034146962085905,8,279,0.5034146962085905,8,150,0.2534263563587874,0.2534263563587874
Ercsi,1.0,7,56,0.5034146962085905,8,76,0.5034146962085905,8,59,0.2534263563587874,0.2534263563587874
Gárdony,0.5034146962085905,8,221,1.0,8,310,0.5034146962085905,8,200,0.5034146962085905,0.2534263563587874
Kunszentmiklós,0.5034146962085905,8,84,0.5034146962085905,8,112,1.0,8,69,0.5034146962085905,0.2534263563587874
Kiszombor,1.0,4,172,1.0,4,231,0.259181779318282,4,128,0.259181779318282,0.259181779318282
Ebes,1.0,4,212,1.0,4,275,0.259181779318282,4,148,0.259181779318282,0.259181779318282
Rácalmás,1.0,4,209,1.0,4,238,0.259181779318282,4,160,0.259181779318282,0.259181779318282
Bököny,1.0,4,192,0.259181779318282,4,240,1.0,4,129,0.259181779318282,0.259181779318282
Hort,0.259181779318282,4,143,1.0,4,211,1.0,4,137,1.0,0.259181779318282
Etyek,0.259181779318282,4,50,1.0,4,43,1.0,4,21,1.0,0.259181779318282
Bodajk,0.259181779318282,4,214,1.0,4,285,1.0,4,206,1.0,0.259181779318282
Fülöp,0.259181779318282,4,72,1.0,4,84,1.0,4,52,1.0,0.259181779318282
Gesztely,1.0,4,47,0.259181779318282,4,50,1.0,4,51,0.259181779318282,0.259181779318282
Kemecse,1.0,4,242,1.0,4,302,0.259181779318282,4,242,0.259181779318282,0.259181779318282
Örkény,0.259181779318282,4,151,1.0,4,199,1.0,4,89,1.0,0.259181779318282
Szajol,0.259181779318282,4,111,1.0,4,172,1.0,4,111,1.0,0.259181779318282
Tahitótfalu,1.0,4,323,0.259181779318282,4,367,1.0,4,316,0.259181779318282,0.259181779318282
Szabadbattyán,1.0,4,253,0.259181779318282,4,338,1.0,4,203,0.259181779318282,0.259181779318282
Ópusztaszer,0.259181779318282,4,44,1.0,4,46,1.0,4,23,1.0,0.259181779318282
Zsámbék,1.0,4,307,1.0,4,358,0.259181779318282,4,265,0.259181779318282,0.259181779318282
Medgyesegyháza,0.259181779318282,4,71,1.0,4,75,1.0,4,53,1.0,0.259181779318282
Erdőtelek,0.259181779318282,4,112,1.0,3,279,1.0,3,131,1.0,0.259181779318282
Abda,1.0,4,168,1.0,4,199,0.259181779318282,4,133,0.259181779318282,0.259181779318282
Cibakháza,1.0,4,35,1.0,4,42,0.259181779318282,4,15,0.259181779318282,0.259181779318282
Sződliget,1.0,4,215,1.0,4,260,0.259181779318282,4,195,0.259181779318282,0.259181779318282
Deszk,1.0,4,136,1.0,4,182,0.259181779318282,4,130,0.259181779318282,0.259181779318282
Tiszaeszlár,1.0,4,32,1.0,4,35,0.259181779318282,4,21,0.259181779318282,0.259181779318282
Borsodnádasd,1.0,4,119,0.259181779318282,4,136,1.0,4,82,0.259181779318282,0.259181779318282
Harkány,1.0,4,185,0.259181779318282,4,304,1.0,4,223,0.259181779318282,0.259181779318282
Dunavecse,1.0,4,147,1.0,4,182,0.259181779318282,4,96,0.259181779318282,0.259181779318282
Jászalsószentgyörgy,1.0,4,188,1.0,4,262,0.259181779318282,4,171,0.259181779318282,0.259181779318282
Öcsöd,1.0,4,120,1.0,4,187,0.259181779318282,4,84,0.259181779318282,0.259181779318282
Inárcs,1.0,4,196,0.259181779318282,4,258,1.0,4,167,0.259181779318282,0.259181779318282
Fertőszentmiklós,1.0,4,262,0.259181779318282,4,315,1.0,4,234,0.259181779318282,0.259181779318282
Mándok,1.0,4,146,1.0,4,202,0.259181779318282,4,143,0.259181779318282,0.259181779318282
Devecser,1.0,4,174,0.259181779318282,4,242,1.0,4,144,0.259181779318282,0.259181779318282
Nagyszénás,1.0,7,145,0.259181779318282,4,274,1.0,4,169,0.259181779318282,0.259181779318282
Szendrő,1.0,4,150,1.0,4,193,0.259181779318282,4,93,0.259181779318282,0.259181779318282
Nagytarcsa,1.0,4,139,0.259181779318282,4,204,1.0,4,149,0.259181779318282,0.259181779318282
Mende,1.0,4,165,0.259181779318282,4,225,1.0,4,140,0.259181779318282,0.259181779318282
Tószeg,1.0,4,183,1.0,4,219,0.259181779318282,4,143,0.259181779318282,0.259181779318282
Kétegyháza,1.0,4,135,0.259181779318282,4,158,1.0,4,80,0.259181779318282,0.259181779318282
Budapest XX. kerület,0.3936972175874086,61,130,0.938031195583341,61,154,0.7149434996833688,61,93,0.6706393057825284,0.26402882869133276
Pomáz,0.44217459962892525,16,182,0.7768698398515702,16,203,0.7768698398515702,16,105,0.6035267480710044,0.2668641981936436
Albertirsa,0.44217459962892525,16,115,0.7768698398515702,16,147,0.7768698398515702,16,89,0.6035267480710044,0.2668641981936436
Kiskőrös,0.7768698398515702,16,218,0.44217459962892525,16,265,0.7768698398515702,16,185,0.34351211040015533,0.2668641981936436
Törökbálint,0.7768698398515702,16,135,0.7768698398515702,16,160,0.44217459962892525,16,118,0.34351211040015533,0.2668641981936436
Karcag,0.7768698398515702,16,251,0.7768698398515702,16,294,0.44217459962892525,16,204,0.34351211040015533,0.2668641981936436
Balassagyarmat,0.7768698398515702,16,158,0.44217459962892525,16,186,0.7768698398515702,16,124,0.34351211040015533,0.2668641981936436
Csongrád,0.44217459962892525,16,88,0.7768698398515702,16,156,0.7768698398515702,16,97,0.6035267480710044,0.2668641981936436
Mezőkövesd,0.7768698398515702,16,200,0.44217459962892525,16,238,0.7768698398515702,16,143,0.34351211040015533,0.2668641981936436
Ózd,0.9726762775527075,37,27,0.29356155035871934,37,36,0.9726762775527075,37,20,0.2855403560355208,0.27773833059970515
Szentes,0.6602601118038803,35,12,0.6602601118038803,35,29,0.6602601118038803,35,16,0.43594341523927255,0.2878360480860475
Kőszeg,1.0,9,216,0.5506710358827783,9,232,0.5506710358827783,9,194,0.3032385897602121,0.3032385897602121
Sándorfalva,1.0,9,59,0.5506710358827783,9,96,0.5506710358827783,9,51,0.3032385897602121,0.3032385897602121
Vásárosnamény,0.5506710358827783,9,82,1.0,9,91,0.5506710358827783,9,69,0.5506710358827783,0.3032385897602121
Kapuvár,0.5506710358827783,9,42,1.0,9,55,0.5506710358827783,9,35,0.5506710358827783,0.3032385897602121
Dunaújváros,0.9437097198300519,47,48,0.6742937169785529,47,85,0.48676599920428587,47,39,0.32822325490223725,0.309747475925498
Bonyhád,0.4750690532138959,17,45,0.8173164759472653,18,62,0.7981034820053445,17,42,0.6523031253538498,0.3098890281703187
Nagykőrös,1.0,20,191,0.5662510042543581,20,252,0.5662510042543581,20,132,0.3206401998190691,0.3206401998190691
Budapest VIII. kerület,0.4097551078467234,62,74,0.83964705410753,60,119,0.9334177936798348,60,63,0.7837415007148235,0.3211420831493554
Vecsés,0.8997411562771963,24,144,0.8997411562771963,24,125,0.40396117406793186,24,112,0.36346049384697476,0.32702036499495785
Jászfényszaru,0.32967995396436056,5,187,1.0,5,308,1.0,5,143,1.0,0.32967995396436056
Kaba,1.0,5,217,0.32967995396436056,5,315,1.0,5,171,0.32967995396436056,0.32967995396436056
Doboz,0.32967995396436056,5,147,1.0,5,189,1.0,5,109,1.0,0.32967995396436056
Jászárokszállás,0.32967995396436056,5,230,1.0,5,358,1.0,5,213,1.0,0.32967995396436056
Mogyoród,1.0,5,243,0.32967995396436056,5,337,1.0,5,225,0.32967995396436056,0.32967995396436056
Mindszent,1.0,5,237,0.32967995396436056,5,335,1.0,5,214,0.32967995396436056,0.32967995396436056
Nyékládháza,1.0,5,164,1.0,5,209,0.32967995396436056,5,138,0.32967995396436056,0.32967995396436056
Jászkisér,1.0,5,142,1.0,5,231,0.32967995396436056,5,108,0.32967995396436056,0.32967995396436056
Biharkeresztes,1.0,5,126,0.32967995396436056,5,170,1.0,5,105,0.32967995396436056,0.32967995396436056
Fegyvernek,0.32967995396436056,5,149,1.0,5,217,1.0,5,102,1.0,0.32967995396436056
Téglás,1.0,5,193,0.32967995396436056,5,261,1.0,5,123,0.32967995396436056,0.32967995396436056
Tiszalúc,0.32967995396436056,5,107,1.0,5,159,1.0,5,65,1.0,0.32967995396436056
Balatonlelle,1.0,5,222,1.0,5,274,0.32967995396436056,5,191,0.32967995396436056,0.32967995396436056
Kerekegyháza,1.0,5,282,1.0,5,393,0.32967995396436056,5,226,0.32967995396436056,0.32967995396436056
Tokod,1.0,5,34,0.32967995396436056,5,59,1.0,5,32,0.32967995396436056,0.32967995396436056
Aba,1.0,5,47,0.32967995396436056,5,69,1.0,5,41,0.32967995396436056,0.32967995396436056
Harta,1.0,5,12,0.32967995396436056,5,13,1.0,5,5,0.32967995396436056,0.32967995396436056
Tápiószentmárton,0.32967995396436056,5,113,1.0,5,137,1.0,5,77,1.0,0.32967995396436056
Abádszalók,0.32967995396436056,5,136,1.0,5,149,1.0,5,93,1.0,0.32967995396436056
Pusztaszabolcs,1.0,5,148,1.0,5,209,0.32967995396436056,5,146,0.32967995396436056,0.32967995396436056
Zagyvarékas,0.32967995396436056,5,98,1.0,5,150,1.0,5,72,1.0,0.32967995396436056
Kállósemjén,0.32967995396436056,5,90,1.0,5,108,1.0,5,66,1.0,0.32967995396436056
Demecser,0.32967995396436056,5,55,1.0,5,72,1.0,5,47,1.0,0.32967995396436056
Velence,1.0,5,230,0.32967995396436056,5,246,1.0,5,179,0.32967995396436056,0.32967995396436056
Tab,0.32967995396436056,5,129,1.0,5,195,1.0,5,118,1.0,0.32967995396436056
Ceglédbercel,1.0,5,150,0.32967995396436056,5,198,1.0,5,146,0.32967995396436056,0.32967995396436056
Tompa,0.32967995396436056,5,149,1.0,5,205,1.0,5,115,1.0,0.32967995396436056
Sopron,0.8574607811109731,49,155,0.7206550881632368,50,221,0.5417881317722049,50,163,0.3904423738680936,0.3347890228757581
Szerencs,0.5934303402594008,10,95,1.0,10,154,0.5934303402594008,10,94,0.5934303402594008,0.3521595687403882
Kunszentmárton,1.0,10,64,0.5934303402594008,10,86,0.5934303402594008,10,56,0.3521595687403882,0.3521595687403882
Komló,0.6454298932405317,23,45,0.6454298932405317,23,53,0.8775435717470181,22,54,0.5663928538265928,0.3655668791774978
Makó,0.8891968416376661,23,141,0.6454298932405317,23,200,0.6454298932405317,23,146,0.4165797470884841,0.3704213954012978
Mohács,0.6454298932405317,23,23,0.8891968416376661,23,28,0.6454298932405317,23,18,0.5739142225680168,0.3704213954012978
Izsák,0.3934693402873666,6,73,1.0,6,94,1.0,6,55,1.0,0.3934693402873666
Bácsalmás,0.3934693402873666,6,151,1.0,6,210,1.0,6,134,1.0,0.3934693402873666
Berhida,1.0,6,111,0.3934693402873666,6,170,1.0,6,96,0.3934693402873666,0.3934693402873666
Lőrinci,1.0,6,136,0.3934693402873666,6,201,1.0,6,135,0.3934693402873666,0.3934693402873666
Újkígyós,1.0,6,146,0.3934693402873666,6,175,1.0,6,103,0.3934693402873666,0.3934693402873666
Tápiószele,0.3934693402873666,6,119,1.0,6,171,1.0,6,115,1.0,0.3934693402873666
Tiszalök,1.0,6,70,0.3934693402873666,6,22,1.0,6,37,0.3934693402873666,0.3934693402873666
Ibrány,0.3934693402873666,6,74,1.0,6,67,1.0,6,35,1.0,0.3934693402873666
Battonya,0.3934693402873666,6,136,1.0,6,153,1.0,6,88,1.0,0.3934693402873666
Aszód,1.0,6,138,1.0,6,173,0.3934693402873666,6,144,0.3934693402873666,0.3934693402873666
Szécsény,1.0,6,35,0.3934693402873666,6,56,1.0,6,49,0.3934693402873666,0.3934693402873666
Nagyecsed,1.0,6,167,0.3934693402873666,6,233,1.0,6,94,0.3934693402873666,0.3934693402873666
Taksony,0.3934693402873666,6,150,1.0,6,191,1.0,6,160,1.0,0.3934693402873666
Felsőzsolca,0.3934693402873666,6,158,1.0,6,196,1.0,6,164,1.0,0.3934693402873666
Mélykút,0.3934693402873666,6,30,1.0,6,53,1.0,6,34,1.0,0.3934693402873666
Szolnok,0.8176887562939694,70,102,0.5352848222265388,70,133,0.9128703990534675,70,80,0.4886456692732049,0.39956006957644125
Szigetvár,0.6321205588285576,11,61,1.0,11,89,0.6321205588285576,11,46,0.6321205588285576,0.39957640089372787
Tiszafüred,0.7274682069659874,14,40,0.5506710358827783,9,37,1.0,9,33,0.5506710358827783,0.40059567110174765
Szeged,0.7497711177188712,109,142,0.6145540925099644,107,168,0.90818743894453,108,114,0.5581303073695043,0.4184699843892104
Dunaharaszti,1.0,16,198,0.44217459962892525,16,243,1.0,16,176,0.44217459962892525,0.44217459962892525
Sárbogárd,0.5371631129795577,19,51,0.8347011117784134,19,60,1.0,19,17,0.8347011117784134,0.4483706476103903
Nyergesújfalu,1.0,7,177,1.0,7,182,0.4511883639059735,7,91,0.4511883639059735,0.4511883639059735
Fehérgyarmat,1.0,7,299,1.0,7,297,0.4511883639059735,7,232,0.4511883639059735,0.4511883639059735
Egyek,0.4511883639059735,7,36,1.0,7,62,1.0,7,45,1.0,0.4511883639059735
Békésszentandrás,1.0,7,20,1.0,7,20,0.4511883639059735,7,15,0.4511883639059735,0.4511883639059735
Polgár,1.0,7,163,0.4511883639059735,7,192,1.0,7,81,0.4511883639059735,0.4511883639059735
Nádudvar,0.4511883639059735,7,163,1.0,7,251,1.0,7,134,1.0,0.4511883639059735
Sülysáp,0.4511883639059735,7,233,1.0,7,288,1.0,7,186,1.0,0.4511883639059735
Encs,1.0,7,77,1.0,7,97,0.4511883639059735,7,56,0.4511883639059735,0.4511883639059735
Kunmadaras,1.0,7,133,0.4511883639059735,7,134,1.0,7,75,0.4511883639059735,0.4511883639059735
Vasvár,1.0,7,31,0.4511883639059735,7,33,1.0,7,30,0.4511883639059735,0.4511883639059735
Budakeszi,0.7768698398515702,16,148,0.7768698398515702,16,155,0.7768698398515702,16,117,0.6035267480710044,0.4688617281200601
Paks,1.0,17,89,1.0,17,118,0.4750690532138959,17,50,0.4750690532138959,0.4750690532138959
Budaörs,1.0,20,223,0.8504313807773649,20,211,0.5662510042543581,20,176,0.48155762341460334,0.48155762341460334
Szigetszentmiklós,0.7854094417800117,30,140,0.7854094417800117,30,167,0.7854094417800117,30,96,0.6168679912371896,0.48449394464955825
Szentgotthárd,1.0,13,24,0.6988057880877979,13,39,0.6988057880877979,13,29,0.48832952946500835,0.48832952946500835
Solymár,1.0,8,344,0.5034146962085905,8,346,1.0,8,282,0.5034146962085905,0.5034146962085905
Tököl,1.0,8,185,0.5034146962085905,8,201,1.0,8,115,0.5034146962085905,0.5034146962085905
Enying,1.0,8,20,1.0,8,40,0.5034146962085905,8,21,0.5034146962085905,0.5034146962085905
Dévaványa,1.0,8,193,1.0,8,219,0.5034146962085905,8,114,0.5034146962085905,0.5034146962085905
Füzesabony,1.0,8,130,1.0,8,203,0.5034146962085905,8,116,0.5034146962085905,0.5034146962085905
Diósd,1.0,8,190,0.5034146962085905,8,184,1.0,8,183,0.5034146962085905,0.5034146962085905
Tura,0.5034146962085905,8,159,1.0,8,215,1.0,8,87,1.0,0.5034146962085905
Kecel,0.5034146962085905,8,153,1.0,8,234,1.0,8,85,1.0,0.5034146962085905
Szabadszállás,0.5034146962085905,8,71,1.0,8,80,1.0,8,47,1.0,0.5034146962085905
Kistarcsa,0.5034146962085905,8,294,1.0,8,375,1.0,8,274,1.0,0.5034146962085905
Kalocsa,0.7981034820053445,17,128,0.7981034820053445,17,159,0.7981034820053445,17,41,0.6369691679890553,0.5083673109021123
Budapest X. kerület,0.7585635490297246,76,88,0.9408545401673161,76,95,0.7585635490297246,76,62,0.7136979591100489,0.5413852567977899
Pilis,1.0,9,127,1.0,9,190,0.5506710358827783,9,108,0.5506710358827783,0.5506710358827783
Lajosmizse,0.5506710358827783,9,162,1.0,9,203,1.0,9,107,1.0,0.5506710358827783
Celldömölk,1.0,9,118,0.5506710358827783,9,151,1.0,9,113,0.5506710358827783,0.5506710358827783
Mór,1.0,15,53,0.7534030360583935,15,76,0.7534030360583935,15,50,0.567616134742005,0.567616134742005
Kecskemét,0.7313368182161563,96,112,0.8350507556991844,96,117,0.9597373176593901,96,76,0.8014293723841819,0.5861148072244186
Sajószentpéter,1.0,10,92,0.5934303402594008,10,113,1.0,10,52,0.5934303402594008,0.5934303402594008
Zalaszentgrót,0.5934303402594008,10,45,1.0,10,61,1.0,10,45,1.0,0.5934303402594008
Tata,1.0,24,144,0.6691458157147478,24,160,0.8997411562771963,24,126,0.602058029949235,0.602058029949235
Sárospatak,0.7981034820053445,17,38,0.7981034820053445,17,37,1.0,17,29,0.7981034820053445,0.6369691679890553
Tatabánya,0.83964705410753,60,99,0.83964705410753,60,128,0.9334177936798348,60,52,0.7837415007148235,0.6580662422570163
Várpalota,0.8347011117784134,19,137,0.8347011117784134,19,178,1.0,19,103,0.8347011117784134,0.6967259460041194
Oroszlány,1.0,16,145,0.7768698398515702,16,191,1.0,16,101,0.7768698398515702,0.7768698398515702
Botpalád,1.0,1,194,1.0,1,287,1.0,1,179,1.0,1.0
Botykapeterd,1.0,1,68,1.0,1,77,1.0,1,56,1.0,1.0
Alsóvadász,1.0,1,201,1.0,1,368,1.0,1,195,1.0,1.0
Budajenő,1.0,2,216,1.0,2,256,1.0,2,205,1.0,1.0
Alsótold,1.0,1,65,1.0,1,88,1.0,1,71,1.0,1.0
Bozsok,1.0,1,127,1.0,1,153,1.0,1,139,1.0,1.0
Alsótelekes,1.0,1,37,1.0,1,32,1.0,1,27,1.0,1.0
Alsószölnök,1.0,1,105,1.0,1,113,1.0,1,104,1.0,1.0
Alsószentmárton,1.0,1,358,1.0,1,342,1.0,1,98,1.0,1.0
Bagod,1.0,1,341,1.0,1,439,1.0,1,304,1.0,1.0
Bozzai,1.0,1,95,1.0,1,126,1.0,1,90,1.0,1.0
Bucsa,1.0,2,276,1.0,2,341,1.0,2,164,1.0,1.0
Bucsuta,1.0,1,68,1.0,1,77,1.0,1,46,1.0,1.0
Aranyosgadány,1.0,1,77,1.0,1,91,1.0,1,53,1.0,1.0
Apátistvánfalva,1.0,1,108,1.0,1,133,1.0,1,137,1.0,1.0
Aranyosapáti,1.0,2,198,1.0,2,328,1.0,2,216,1.0,1.0
Bucsu,1.0,1,227,1.0,1,293,1.0,1,243,1.0,1.0
Alsószuha,1.0,1,127,1.0,1,156,1.0,1,91,1.0,1.0
Apátvarasd,1.0,1,33,1.0,1,42,1.0,1,30,1.0,1.0
Bölcske,1.0,3,201,1.0,3,250,1.0,3,161,1.0,1.0
Alsóújlak,1.0,1,202,1.0,1,241,1.0,1,172,1.0,1.0
Belvárdgyula,1.0,1,74,1.0,1,108,1.0,1,70,1.0,1.0
Anarcs,1.0,2,136,1.0,2,234,1.0,2,86,1.0,1.0
Borsfa,1.0,1,121,1.0,1,200,1.0,1,110,1.0,1.0
Apácatorna,1.0,1,40,1.0,1,59,1.0,1,43,1.0,1.0
Borsodbóta,1.0,1,74,1.0,1,107,1.0,1,34,1.0,1.0
Borsodgeszt,1.0,1,101,1.0,1,95,1.0,1,82,1.0,1.0
Borsodivánka,1.0,1,111,1.0,1,145,1.0,1,100,1.0,1.0
Borsodszentgyörgy,1.0,1,277,1.0,1,328,1.0,1,179,1.0,1.0
Borsodszirák,1.0,1,264,1.0,1,297,1.0,1,141,1.0,1.0
Apostag,1.0,2,216,1.0,2,240,1.0,2,147,1.0,1.0
Aparhant,1.0,2,126,1.0,2,143,1.0,2,119,1.0,1.0
Apaj,1.0,1,183,1.0,1,257,1.0,1,122,1.0,1.0
Andrásfa,1.0,1,82,1.0,1,92,1.0,1,66,1.0,1.0
Borsosberény,1.0,1,161,1.0,1,209,1.0,1,128,1.0,1.0
Andornaktálya,1.0,2,274,1.0,2,373,1.0,2,212,1.0,1.0
Andocs,1.0,2,28,1.0,2,36,1.0,2,14,1.0,1.0
Borszörcsök,1.0,1,119,1.0,1,137,1.0,1,107,1.0,1.0
Borzavár,1.0,1,191,1.0,1,246,1.0,1,130,1.0,1.0
Ambrózfalva,1.0,1,95,1.0,1,103,1.0,1,81,1.0,1.0
Bajna,1.0,2,289,1.0,2,319,1.0,2,214,1.0,1.0
Bosta,1.0,1,19,1.0,1,32,1.0,1,19,1.0,1.0
Alsóörs,1.0,2,240,1.0,2,291,1.0,2,230,1.0,1.0
Annavölgy,1.0,1,135,1.0,1,162,1.0,1,87,1.0,1.0
Bogyoszló,1.0,1,164,1.0,1,208,1.0,1,161,1.0,1.0
Baglad,1.0,1,26,1.0,1,23,1.0,1,21,1.0,1.0
Attala,1.0,1,171,1.0,1,252,1.0,1,169,1.0,1.0
Atkár,1.0,2,158,1.0,2,207,1.0,2,129,1.0,1.0
Bonnya,1.0,1,56,1.0,1,79,1.0,1,62,1.0,1.0
Bonyhádvarasd,1.0,1,149,1.0,1,159,1.0,1,150,1.0,1.0
Aszófő,1.0,1,135,1.0,1,153,1.0,1,135,1.0,1.0
Bokor,1.0,1,45,1.0,1,41,1.0,1,30,1.0,1.0
Gibárt,1.0,1,87,1.0,1,106,1.0,1,74,1.0,1.0
Gic,1.0,1,88,1.0,1,113,1.0,1,65,1.0,1.0
Aszaló,1.0,2,151,1.0,2,218,1.0,2,131,1.0,1.0
Arnót,1.0,2,291,1.0,2,321,1.0,2,243,1.0,1.0
Arló,1.0,3,114,1.0,3,188,1.0,3,59,1.0,1.0
Arka,1.0,1,25,1.0,1,29,1.0,1,28,1.0,1.0
Alsószentiván,1.0,1,139,1.0,1,175,1.0,1,109,1.0,1.0
Alsószenterzsébet,1.0,1,24,1.0,1,38,1.0,1,27,1.0,1.0
Alsóregmec,1.0,1,51,1.0,1,58,1.0,1,43,1.0,1.0
Aka,1.0,1,75,1.0,1,100,1.0,1,67,1.0,1.0
Agyagosszergény,1.0,1,320,1.0,1,366,1.0,1,274,1.0,1.0
Aggtelek,1.0,1,169,1.0,1,172,1.0,1,134,1.0,1.0
Adásztevel,1.0,1,232,1.0,1,295,1.0,1,222,1.0,1.0
Adács,1.0,3,124,1.0,3,162,1.0,3,99,1.0,1.0
Adorjás,1.0,1,29,1.0,1,54,1.0,1,27,1.0,1.0
Adorjánháza,1.0,1,83,1.0,1,168,1.0,1,80,1.0,1.0
Acsád,1.0,1,117,1.0,1,185,1.0,1,143,1.0,1.0
Babarc,1.0,1,149,1.0,1,160,1.0,1,154,1.0,1.0
Boncodfölde,1.0,1,87,1.0,1,116,1.0,1,85,1.0,1.0
Bolhó,1.0,1,132,1.0,1,182,1.0,1,101,1.0,1.0
Bolhás,1.0,1,91,1.0,1,143,1.0,1,89,1.0,1.0
Bagamér,1.0,2,165,1.0,2,299,1.0,2,128,1.0,1.0
Borjád,1.0,1,90,1.0,1,107,1.0,1,86,1.0,1.0
Bag,1.0,4,219,1.0,4,261,1.0,4,180,1.0,1.0
Borgáta,1.0,1,24,1.0,1,45,1.0,1,52,1.0,1.0
Bordány,1.0,3,185,1.0,3,284,1.0,3,171,1.0,1.0
Bodrogkisfalud,1.0,1,187,1.0,1,214,1.0,1,141,1.0,1.0
Bodrogolaszi,1.0,1,186,1.0,1,213,1.0,1,135,1.0,1.0
Bogdása,1.0,1,75,1.0,1,68,1.0,1,42,1.0,1.0
Badacsonytördemic,1.0,1,228,1.0,1,274,1.0,1,242,1.0,1.0
Benk,1.0,1,114,1.0,1,173,1.0,1,93,1.0,1.0
Bogács,1.0,2,210,1.0,2,250,1.0,2,193,1.0,1.0
Borota,1.0,1,320,1.0,1,404,1.0,1,210,1.0,1.0
Badacsonytomaj,1.0,3,146,1.0,3,173,1.0,3,121,1.0,1.0
Bogádmindszent,1.0,1,113,1.0,1,123,1.0,1,84,1.0,1.0
Babót,1.0,1,339,1.0,1,383,1.0,1,288,1.0,1.0
Bojt,1.0,1,73,1.0,1,108,1.0,1,95,1.0,1.0
Bodroghalom,1.0,1,179,1.0,1,263,1.0,1,117,1.0,1.0
Boldog,1.0,3,237,1.0,3,319,1.0,3,197,1.0,1.0
Boldogkőváralja,1.0,1,164,1.0,1,235,1.0,1,170,1.0,1.0
Babócsa,1.0,2,145,1.0,2,165,1.0,2,95,1.0,1.0
Boldogkőújfalu,1.0,1,73,1.0,1,116,1.0,1,52,1.0,1.0
Babosdöbréte,1.0,1,143,1.0,1,201,1.0,1,160,1.0,1.0
Boldva,1.0,2,176,1.0,2,238,1.0,2,128,1.0,1.0
Babarcszőlős,1.0,1,30,1.0,1,28,1.0,1,30,1.0,1.0
Bogád,1.0,1,192,1.0,1,251,1.0,1,177,1.0,1.0
Bodrogkeresztúr,1.0,1,304,1.0,1,337,1.0,1,248,1.0,1.0
Bezedek,1.0,1,71,1.0,1,86,1.0,1,74,1.0,1.0
Csanádpalota,1.0,3,182,1.0,3,273,1.0,3,194,1.0,1.0
Biharugra,1.0,1,350,1.0,1,378,1.0,1,284,1.0,1.0
Cirák,1.0,1,204,1.0,1,213,1.0,1,136,1.0,1.0
Cikó,1.0,1,217,1.0,1,288,1.0,1,164,1.0,1.0
Bikal,1.0,1,113,1.0,1,118,1.0,1,102,1.0,1.0
Bikács,1.0,1,145,1.0,1,146,1.0,1,108,1.0,1.0
Biri,1.0,1,266,1.0,1,352,1.0,1,215,1.0,1.0
Birján,1.0,1,117,1.0,1,122,1.0,1,118,1.0,1.0
Chernelházadamonya,1.0,1,80,1.0,1,83,1.0,1,55,1.0,1.0
Cered,1.0,1,192,1.0,1,256,1.0,1,141,1.0,1.0
Bisse,1.0,1,63,1.0,1,76,1.0,1,51,1.0,1.0
Boba,1.0,1,268,1.0,1,368,1.0,1,229,1.0,1.0
Bocfölde,1.0,1,291,1.0,1,380,1.0,1,244,1.0,1.0
Bihartorda,1.0,1,201,1.0,1,250,1.0,1,153,1.0,1.0
Cece,1.0,3,211,1.0,3,232,1.0,3,181,1.0,1.0
Bősárkány,1.0,2,312,1.0,2,376,1.0,2,257,1.0,1.0
Bőszénfa,1.0,1,92,1.0,1,135,1.0,1,97,1.0,1.0
Bödeháza,1.0,1,30,1.0,1,29,1.0,1,22,1.0,1.0
Böde,1.0,1,62,1.0,1,100,1.0,1,75,1.0,1.0
Bózsva,1.0,1,46,1.0,1,56,1.0,1,44,1.0,1.0
Boconád,1.0,1,199,1.0,1,319,1.0,1,196,1.0,1.0
Bocska,1.0,1,70,1.0,1,91,1.0,1,57,1.0,1.0
Báta,1.0,2,252,1.0,2,286,1.0,2,176,1.0,1.0
Bocskaikert,1.0,2,291,1.0,2,410,1.0,2,310,1.0,1.0
Boda,1.0,1,88,1.0,1,123,1.0,1,82,1.0,1.0
Bodmér,1.0,1,49,1.0,1,76,1.0,1,67,1.0,1.0
Bársonyos,1.0,1,190,1.0,1,263,1.0,1,170,1.0,1.0
Cakóháza,1.0,1,22,1.0,1,27,1.0,1,20,1.0,1.0
Bárna,1.0,1,224,1.0,1,329,1.0,1,192,1.0,1.0
Bihardancsháza,1.0,1,53,1.0,1,69,1.0,1,53,1.0,1.0
Csabdi,1.0,2,62,1.0,2,71,1.0,2,54,1.0,1.0
Börcs,1.0,1,258,1.0,1,361,1.0,1,211,1.0,1.0
Böhönye,1.0,2,155,1.0,2,320,1.0,2,178,1.0,1.0
Börzönce,1.0,1,12,1.0,1,17,1.0,1,12,1.0,1.0
Bögöte,1.0,1,69,1.0,1,103,1.0,1,79,1.0,1.0
Bögöt,1.0,1,129,1.0,1,186,1.0,1,131,1.0,1.0
Büttös,1.0,1,19,1.0,1,80,1.0,1,48,1.0,1.0
Bő,1.0,1,230,1.0,1,273,1.0,1,211,1.0,1.0
Búcsúszentlászló,1.0,1,221,1.0,1,280,1.0,1,191,1.0,1.0
Bük,1.0,3,237,1.0,3,334,1.0,3,228,1.0,1.0
Buj,1.0,3,165,1.0,3,152,1.0,3,109,1.0,1.0
